"pokemonId","hp","attack","defense","spAttack","spDefense","speed"
"3-n211","65","95","85","55","55","85"
"3-n212","70","130","100","55","80","65"
"3-n213","20","10","230","10","230","5"
"3-n214","80","125","75","40","95","85"
"3-n215","55","95","55","35","75","115"
"3-n220","50","50","40","30","30","50"
"3-n221","100","100","80","60","60","50"
"3-n222","65","55","95","65","95","35"
"3-n222g","60","55","100","65","100","30"
"3-n223","35","65","35","65","35","65"
"3-n224","75","105","75","105","75","45"
"3-n225","45","55","45","65","45","75"
"3-n226","85","40","70","80","140","70"
"3-n227","65","80","140","40","70","70"
"3-n230","75","95","95","95","95","85"
"3-n233","85","80","90","105","95","60"
"3-n236","35","35","35","35","35","35"
"3-n237","50","95","95","35","110","70"
"3-n238","45","30","15","85","65","65"
"3-n239","45","63","37","65","55","95"
"3-n240","45","75","37","70","55","83"
"3-n241","95","80","105","40","70","100"
"3-n242","255","10","10","75","135","55"
"3-n243","90","85","75","115","100","115"
"3-n244","115","115","85","90","75","100"
"3-n245","100","75","115","90","115","85"
"3-n246","50","64","50","45","50","41"
"3-n247","70","84","70","65","70","51"
"3-n248","100","134","110","95","100","61"
"3-n249","106","90","130","90","154","110"
"3-n250","106","130","90","110","154","90"
"3-n251","100","100","100","100","100","100"
"3-n252","40","45","35","65","55","70"
"3-n253","50","65","45","85","65","95"
"3-n254","70","85","65","105","85","120"
"3-n255","45","60","40","70","50","45"
"3-n256","60","85","60","85","60","55"
"3-n257","80","120","70","110","70","80"
"3-n258","50","70","50","50","50","40"
"3-n259","70","85","70","60","70","50"
"3-n260","100","110","90","85","90","60"
"3-n263","38","30","41","30","41","60"
"3-n263g","38","30","41","30","41","60"
"3-n264","78","70","61","50","61","100"
"3-n264g","78","70","61","50","61","100"
"3-n270","40","30","30","40","50","30"
"3-n271","60","50","50","60","70","50"
"3-n272","80","70","70","90","100","70"
"3-n273","40","40","50","30","30","30"
"3-n274","70","70","40","60","40","60"
"3-n275","90","100","60","90","60","80"
"3-n278","40","30","30","55","30","85"
"3-n279","60","50","100","95","70","65"
"3-n280","28","25","25","45","35","40"
"3-n281","38","35","35","65","55","50"
"3-n282","68","65","65","125","115","80"
"3-n290","31","45","90","30","30","40"
"3-n291","61","90","45","50","50","160"
"3-n292","1","90","45","30","30","40"
"3-n293","64","51","23","51","23","28"
"3-n294","84","71","43","71","43","48"
"3-n295","104","91","63","91","73","68"
"3-n298","50","20","40","20","40","20"
"3-n302","50","75","75","65","65","50"
"3-n303","50","85","85","55","55","50"
"3-n304","50","70","100","40","40","30"
"3-n305","60","90","140","50","50","40"
"3-n306","70","110","180","60","60","50"
"3-n309","40","45","40","65","40","65"
"3-n310","70","75","60","105","60","105"
"3-n315","50","60","45","100","80","65"
"3-n318","45","90","20","65","20","65"
"3-n319","70","120","40","95","40","95"
"3-n320","130","70","35","70","35","60"
"3-n321","170","90","45","90","45","60"
"3-n324","70","85","140","85","70","20"
"3-n328","45","100","45","45","45","10"
"3-n329","50","70","50","50","50","70"
"3-n330","80","100","80","80","80","100"
"3-n333","45","40","60","40","75","50"
"3-n334","75","70","90","70","105","80"
"3-n337","90","55","65","95","85","70"
"3-n338","90","95","85","55","65","70"
"3-n339","50","48","43","46","41","60"
"3-n340","110","78","73","76","71","60"
"3-n341","43","80","65","50","35","35"
"3-n342","63","120","85","90","55","55"
"3-n343","40","40","55","40","70","55"
"3-n344","60","70","105","70","120","75"
"3-n345","66","41","77","61","87","23"
"3-n346","86","81","97","81","107","43"
"3-n347","45","95","50","40","50","75"
"3-n348","75","125","100","70","80","45"
"3-n349","20","15","20","10","55","80"
"3-n350","95","60","79","100","125","81"
"3-n355","20","40","90","30","90","25"
"3-n356","40","70","130","60","130","25"
"3-n359","65","130","60","75","60","75"
"3-n360","95","23","48","23","48","23"
"3-n361","50","50","50","50","50","50"
"3-n362","80","80","80","80","80","80"
"3-n363","70","40","50","55","50","25"
"3-n364","90","60","70","75","70","45"
"3-n365","110","80","90","95","90","65"
"3-n369","100","90","130","45","65","55"
"3-n371","45","75","60","40","30","50"
"3-n372","65","95","100","60","50","50"
"3-n373","95","135","80","110","80","100"
"3-n374","40","55","80","35","60","30"
"3-n375","60","75","100","55","80","50"
"3-n376","80","135","130","95","90","70"
"3-n377","80","100","200","50","100","50"
"3-n378","80","50","100","100","200","50"
"3-n379","80","75","150","75","150","50"
"3-n380","80","80","90","110","130","110"
"3-n381","80","90","80","130","110","110"
"3-n382","100","100","90","150","140","90"
"3-n383","100","150","140","100","90","90"
"3-n384","105","150","90","150","90","95"
"3-n385","100","100","100","100","100","100"
"3-n403","45","65","34","40","34","45"
"3-n404","60","85","49","60","49","60"
"3-n405","80","120","79","95","79","70"
"3-n406","40","30","35","50","70","55"
"3-n407","60","70","65","125","105","90"
"3-n415","30","30","42","30","42","70"
"3-n416","70","80","102","80","102","40"
"3-n420","45","35","45","62","53","35"
"3-n421","70","60","70","87","78","85"
"3-n422","76","48","48","57","62","34"
"3-n423","111","83","68","92","82","39"
"3-n425","90","50","34","60","44","70"
"3-n426","150","80","44","90","54","80"
"3-n427","55","66","44","44","56","85"
"3-n428","65","76","84","54","96","105"
"3-n434","63","63","47","41","41","74"
"3-n435","103","93","67","71","61","84"
"3-n436","57","24","86","24","86","23"
"3-n437","67","89","116","79","116","33"
"3-n438","50","80","95","10","45","10"
"3-n439","20","25","45","70","90","60"
"3-n440","100","5","5","15","65","30"
"3-n442","50","92","108","92","108","35"
"3-n443","58","70","45","40","45","42"
"3-n444","68","90","65","50","55","82"
"3-n445","108","130","95","80","85","102"
"3-n446","135","85","40","40","85","5"
"3-n447","40","70","40","35","40","60"
"3-n448","70","110","70","115","70","90"
"3-n449","68","72","78","38","42","32"
"3-n450","108","112","118","68","72","47"
"3-n451","40","50","90","30","55","65"
"3-n452","70","90","110","60","75","95"
"3-n453","48","61","40","61","40","50"
"3-n454","83","106","65","86","65","85"
"3-n458","45","20","50","60","120","50"
"3-n459","60","62","50","62","60","40"
"3-n460","90","92","75","92","85","60"
"3-n461","70","120","65","45","85","125"
"3-n462","70","70","115","130","90","60"
"3-n463","110","85","95","80","95","50"
"3-n464","115","140","130","55","55","40"
"3-n465","100","100","125","110","50","50"
"3-n466","75","123","67","95","85","95"
"3-n467","75","95","67","125","95","83"
"3-n468","85","50","95","120","115","80"
"3-n470","65","110","130","60","65","95"
"3-n471","65","60","110","130","95","65"
"3-n473","110","130","80","70","60","80"
"3-n474","85","80","70","135","75","90"
"3-n475","68","125","65","65","115","80"
"3-n477","45","100","135","65","135","45"
"3-n478","70","80","70","80","70","110"
"3-n479","50","50","77","95","77","91"
"3-n479h","50","65","107","105","107","86"
"3-n479w","50","65","107","105","107","86"
"3-n479f","50","65","107","105","107","86"
"3-n479s","50","65","107","105","107","86"
"3-n479c","50","65","107","105","107","86"
"3-n480","75","75","130","75","130","95"
"3-n481","80","105","105","105","105","80"
"3-n482","75","125","70","125","70","115"
"3-n483","100","120","120","150","100","90"
"3-n484","90","120","100","150","120","100"
"3-n485","91","90","106","130","106","77"
"3-n486","110","160","110","80","110","100"
"3-n487","150","100","120","100","120","90"
"3-n487o","150","120","100","120","100","90"
"3-n488","120","70","120","75","130","85"
"3-n494","100","100","100","100","100","100"
"3-n506","45","60","45","25","45","55"
"3-n507","65","80","65","35","65","60"
"3-n508","85","110","90","45","90","80"
"3-n509","41","50","37","50","37","66"
"3-n510","64","88","50","88","50","106"
"3-n517","76","25","45","67","55","24"
"3-n518","116","55","85","107","95","29"
"3-n519","50","55","50","36","30","43"
"3-n520","62","77","62","50","42","65"
"3-n521","80","115","80","65","55","93"
"3-n524","55","75","85","25","25","15"
"3-n525","70","105","105","50","40","20"
"3-n526","85","135","130","60","80","25"
"3-n527","65","45","43","55","43","72"
"3-n528","67","57","55","77","55","114"
"3-n529","60","85","40","30","45","68"
"3-n530","110","135","60","50","65","88"
"3-n531","103","60","86","60","86","50"
"3-n532","75","80","55","25","35","35"
"3-n533","85","105","85","40","50","40"
"3-n534","105","140","95","55","65","45"
"3-n535","50","50","40","50","40","64"
"3-n536","75","65","55","65","55","69"
"3-n537","105","95","75","85","75","74"
"3-n538","120","100","85","30","85","45"
"3-n539","75","125","75","30","75","85"
"3-n543","30","45","59","30","39","57"
"3-n544","40","55","99","40","79","47"
"3-n545","60","100","89","55","69","112"
"3-n546","40","27","60","37","50","66"
"3-n547","60","67","85","77","75","116"
"3-n548","45","35","50","70","50","30"
"3-n549","70","60","75","110","75","90"
"3-n550","70","92","65","80","55","98"
"3-n550f","70","92","65","80","55","98"
"3-n551","50","72","35","35","35","65"
"3-n552","60","82","45","45","45","74"
"3-n553","95","117","80","65","70","92"
"3-n554","70","90","45","15","45","50"
"3-n554g","70","90","45","15","45","50"
"3-n555","105","140","55","30","55","95"
"3-n555f","105","30","105","140","105","55"
"3-n555g","105","140","55","30","55","95"
"3-n555h","105","160","55","30","55","135"
"3-n556","75","86","67","106","67","60"
"3-n557","50","65","85","35","35","55"
"3-n558","70","105","125","65","75","45"
"3-n559","50","75","70","35","70","48"
"3-n560","65","90","115","45","115","58"
"3-n561","72","58","80","103","80","97"
"3-n562","38","30","85","55","65","30"
"3-n562g","38","55","85","30","65","30"
"3-n563","58","50","145","95","105","30"
"3-n564","54","78","103","53","45","22"
"3-n565","74","108","133","83","65","32"
"3-n566","55","112","45","74","45","70"
"3-n567","75","140","65","112","65","110"
"3-n568","50","50","62","40","62","65"
"3-n569","80","95","82","60","82","75"
"3-n570","40","65","40","80","40","65"
"3-n571","60","105","60","120","60","105"
"3-n572","55","50","40","40","40","75"
"3-n573","75","95","60","65","60","115"
"3-n574","45","30","50","55","65","45"
"3-n575","60","45","70","75","85","55"
"3-n576","70","55","95","95","110","65"
"3-n577","45","30","40","105","50","20"
"3-n578","65","40","50","125","60","30"
"3-n579","110","65","75","125","85","30"
"3-n582","36","50","50","65","60","44"
"3-n583","51","65","65","80","75","59"
"3-n584","71","95","85","110","95","79"
"3-n587","55","75","60","75","60","103"
"3-n588","50","75","45","40","45","60"
"3-n589","70","135","105","60","105","20"
"3-n590","69","55","45","55","55","15"
"3-n591","114","85","70","85","80","30"
"3-n592","55","40","50","65","85","40"
"3-n593","100","60","70","85","105","60"
"3-n595","50","47","50","57","50","65"
"3-n596","70","77","60","97","60","108"
"3-n597","44","50","91","24","86","10"
"3-n598","74","94","131","54","116","20"
"3-n599","40","55","70","45","60","30"
"3-n600","60","80","95","70","85","50"
"3-n601","60","100","115","70","85","90"
"3-n605","55","55","55","85","55","30"
"3-n606","75","75","75","125","95","40"
"3-n607","50","30","55","65","55","20"
"3-n608","60","40","60","95","60","55"
"3-n609","60","55","90","145","90","80"
"3-n610","46","87","60","30","40","57"
"3-n611","66","117","70","40","50","67"
"3-n612","76","147","90","60","70","97"
"3-n613","55","70","40","60","40","40"
"3-n614","95","130","80","70","80","50"
"3-n615","80","50","50","95","135","105"
"3-n616","50","40","85","40","65","25"
"3-n617","80","70","40","100","60","145"
"3-n618","109","66","84","81","99","32"
"3-n618g","109","81","99","66","84","32"
"3-n619","45","85","50","55","50","65"
"3-n620","65","125","60","95","60","105"
"3-n621","77","120","90","60","90","48"
"3-n622","59","74","50","35","50","35"
"3-n623","89","124","80","55","80","55"
"3-n624","45","85","70","40","40","60"
"3-n625","65","125","100","60","70","70"
"3-n626","95","110","95","40","95","55"
"3-n627","70","83","50","37","50","60"
"3-n628","100","123","75","57","75","80"
"3-n629","70","55","75","45","65","60"
"3-n630","110","65","105","55","95","80"
"3-n631","85","97","66","105","66","65"
"3-n632","58","109","112","48","48","109"
"3-n633","52","65","50","45","50","38"
"3-n634","72","85","70","65","70","58"
"3-n635","92","105","90","125","90","98"
"3-n636","55","85","55","50","55","60"
"3-n637","85","60","65","135","105","100"
"3-n638","91","90","129","90","72","108"
"3-n639","91","129","90","72","90","108"
"3-n640","91","90","72","90","129","108"
"3-n641","79","115","70","125","80","111"
"3-n641a","79","100","80","110","90","121"
"3-n642","79","115","70","125","80","111"
"3-n642a","79","105","70","145","80","101"
"3-n643","100","120","100","150","120","90"
"3-n644","100","150","120","120","100","90"
"3-n645","89","125","90","115","80","101"
"3-n645a","89","145","90","105","80","91"
"3-n646","125","130","90","130","90","95"
"3-n646w","125","120","90","170","100","95"
"3-n646b","125","170","100","120","90","95"
"3-n647","91","72","90","129","90","108"
"3-n647k","91","72","90","129","90","108"
"3-n649","71","120","95","120","95","99"
"3-n659","38","36","38","32","36","57"
"3-n660","85","56","77","50","77","78"
"3-n661","45","50","43","40","38","62"
"3-n662","62","73","55","56","52","84"
"3-n663","78","81","71","74","69","126"
"3-n674","67","82","62","46","48","43"
"3-n675","95","124","78","69","71","58"
"3-n677","62","48","54","63","60","68"
"3-n678","74","48","76","83","81","104"
"3-n678f","74","48","76","83","81","104"
"3-n679","45","80","100","35","37","28"
"3-n680","59","110","150","45","49","35"
"3-n681","60","50","0","50","0","60"
"3-n681b","60","0","50","0","50","60"
"3-n682","78","52","60","63","65","23"
"3-n683","101","72","72","99","89","29"
"3-n684","62","48","66","59","57","49"
"3-n685","82","80","86","85","75","72"
"3-n686","53","54","53","37","46","45"
"3-n687","86","92","88","68","75","73"
"3-n688","42","52","67","39","56","50"
"3-n689","72","105","115","54","86","68"
"3-n690","50","60","60","60","60","30"
"3-n691","65","75","90","97","123","44"
"3-n692","50","53","62","58","63","44"
"3-n693","71","73","88","120","89","59"
"3-n694","44","38","33","61","43","70"
"3-n695","62","55","52","109","94","109"
"3-n696","58","89","77","45","45","48"
"3-n697","82","121","119","69","59","71"
"3-n698","77","59","50","67","63","46"
"3-n699","123","77","72","99","92","58"
"3-n700","95","65","65","110","130","60"
"3-n701","78","92","75","74","63","118"
"3-n702","67","58","57","81","67","101"
"3-n703","50","50","150","50","150","50"
"3-n704","45","50","35","55","75","40"
"3-n705","68","75","53","83","113","60"
"3-n706","90","100","70","110","150","80"
"3-n707","57","80","91","80","87","75"
"3-n708","43","70","48","50","60","38"
"3-n709","85","110","76","65","82","56"
"3-n710","49","66","70","44","55","51"
"3-n710s","44","66","70","44","55","56"
"3-n710l","54","66","70","44","55","46"
"3-n710k","59","66","70","44","55","41"
"3-n711","65","90","122","58","75","84"
"3-n711s","55","85","122","58","75","99"
"3-n711l","75","95","122","58","75","69"
"3-n711k","85","100","122","58","75","54"
"3-n712","55","69","85","32","35","28"
"3-n713","95","117","184","44","46","28"
"3-n714","40","30","35","45","40","55"
"3-n715","85","70","80","97","80","123"
"3-n716","126","131","95","131","98","99"
"3-n717","126","131","95","131","98","99"
"3-n718","108","100","121","81","95","95"
"3-n718t","54","100","71","61","85","115"
"3-n718c","216","100","121","91","95","85"
"3-n719","50","100","150","100","150","50"
"3-n721","80","110","120","130","90","70"
"3-n722","68","55","55","50","50","42"
"3-n723","78","75","75","70","70","52"
"3-n724","78","107","75","100","100","70"
"3-n725","45","65","40","60","40","70"
"3-n726","65","85","50","80","50","90"
"3-n727","95","115","90","80","90","60"
"3-n728","50","54","54","66","56","40"
"3-n729","60","69","69","91","81","50"
"3-n730","80","74","74","126","116","60"
"3-n736","47","62","45","55","45","46"
"3-n737","57","82","95","55","75","36"
"3-n738","77","70","90","145","75","43"
"3-n742","40","45","40","55","40","84"
"3-n743","60","55","60","95","70","124"
"3-n744","45","65","40","30","40","60"
"3-n745","75","115","65","55","65","112"
"3-n745f","85","115","75","55","75","82"
"3-n745d","75","117","65","55","65","110"
"3-n746","45","20","20","25","25","40"
"3-n746f","45","140","130","140","135","30"
"3-n747","50","53","62","43","52","45"
"3-n748","50","63","152","53","142","35"
"3-n749","70","100","70","45","55","45"
"3-n750","100","125","100","55","85","35"
"3-n751","38","40","52","40","72","27"
"3-n752","68","70","92","50","132","42"
"3-n753","40","55","35","50","35","35"
"3-n754","70","105","90","80","90","45"
"3-n755","40","35","55","65","75","15"
"3-n756","60","45","80","90","100","30"
"3-n757","48","44","40","71","40","77"
"3-n758","68","64","60","111","60","117"
"3-n759","70","75","50","45","50","50"
"3-n760","120","125","80","55","60","60"
"3-n761","42","30","38","30","38","32"
"3-n762","52","40","48","40","48","62"
"3-n763","72","120","98","50","98","72"
"3-n764","51","52","90","82","110","100"
"3-n765","90","60","80","90","110","60"
"3-n766","100","120","90","40","60","80"
"3-n767","25","35","40","20","30","80"
"3-n768","75","125","140","60","90","40"
"3-n769","55","55","80","70","45","15"
"3-n770","85","75","110","100","75","35"
"3-n771","55","60","130","30","130","5"
"3-n772","95","95","95","95","95","59"
"3-n773","95","95","95","95","95","95"
"3-n773a","95","95","95","95","95","95"
"3-n773b","95","95","95","95","95","95"
"3-n773c","95","95","95","95","95","95"
"3-n773d","95","95","95","95","95","95"
"3-n773e","95","95","95","95","95","95"
"3-n773f","95","95","95","95","95","95"
"3-n773g","95","95","95","95","95","95"
"3-n773h","95","95","95","95","95","95"
"3-n773i","95","95","95","95","95","95"
"3-n773j","95","95","95","95","95","95"
"3-n773k","95","95","95","95","95","95"
"3-n773l","95","95","95","95","95","95"
"3-n773m","95","95","95","95","95","95"
"3-n773n","95","95","95","95","95","95"
"3-n773o","95","95","95","95","95","95"
"3-n773p","95","95","95","95","95","95"
"3-n773q","95","95","95","95","95","95"
"3-n776","60","78","135","91","85","36"
"3-n777","65","98","63","40","73","96"
"3-n778","55","90","80","50","105","96"
"3-n780","78","60","85","135","91","36"
"3-n781","70","131","100","86","90","40"
"3-n782","45","55","65","45","45","45"
"3-n783","55","75","90","65","70","65"
"3-n784","75","110","125","100","105","85"
"3-n785","70","115","85","95","75","130"
"3-n786","70","85","75","130","115","95"
"3-n787","70","130","115","85","95","75"
"3-n788","70","75","115","95","130","85"
"3-n789","43","29","31","29","31","37"
"3-n790","43","29","131","29","131","37"
"3-n791","137","137","107","113","89","97"
"3-n792","137","113","89","137","107","97"
"3-n793","109","53","47","127","131","103"
"3-n794","107","139","139","53","53","79"
"3-n795","71","137","37","137","37","151"
"3-n796","83","89","71","173","71","83"
"3-n797","97","101","103","107","101","61"
"3-n798","59","181","131","59","31","109"
"3-n799","223","101","53","97","53","43"
"3-n800","97","107","101","127","89","79"
"3-n800s","97","157","127","113","109","77"
"3-n800m","97","113","109","157","127","77"
"3-n801","80","95","115","130","115","65"
"3-n802","90","125","80","90","90","125"
"3-n803","67","73","67","73","67","73"
"3-n804","73","73","73","127","73","121"
"3-n805","61","131","211","53","101","13"
"3-n806","53","127","53","151","79","107"
"3-n807","88","112","75","102","80","143"
"3-n808","46","65","65","55","35","34"
"3-n809","135","143","143","80","65","34"
"3-n810","50","65","50","40","40","65"
"3-n811","70","85","70","55","60","80"
"3-n812","100","125","90","60","70","85"
"3-n813","50","71","40","40","40","69"
"3-n814","65","86","60","55","60","94"
"3-n815","80","116","75","65","75","119"
"3-n816","50","40","40","70","40","70"
"3-n817","65","60","55","95","55","90"
"3-n818","70","85","65","125","65","120"
"3-n819","70","55","55","35","35","25"
"3-n820","120","95","95","55","75","20"
"3-n821","38","47","35","33","35","57"
"3-n822","68","67","55","43","55","77"
"3-n823","98","87","105","53","85","67"
"3-n824","25","20","20","25","45","45"
"3-n825","50","35","80","50","90","30"
"3-n826","60","45","110","80","120","90"
"3-n827","40","28","28","47","52","50"
"3-n828","70","58","58","87","92","90"
"3-n829","40","40","60","40","60","10"
"3-n830","60","50","90","80","120","60"
"3-n831","42","40","55","40","45","48"
"3-n832","72","80","100","60","90","88"
"3-n833","50","64","50","38","38","44"
"3-n834","90","115","90","48","68","74"
"3-n835","59","45","50","40","50","26"
"3-n836","69","90","60","90","60","121"
"3-n837","30","40","50","40","50","30"
"3-n838","80","60","90","60","70","50"
"3-n839","110","80","120","80","90","30"
"3-n840","40","40","80","40","40","20"
"3-n841","70","110","80","95","60","70"
"3-n842","110","85","80","100","80","30"
"3-n843","52","57","75","35","50","46"
"3-n844","72","107","125","65","70","71"
"3-n845","70","85","55","85","95","85"
"3-n846","41","63","40","40","30","66"
"3-n847","61","123","60","60","50","136"
"3-n848","40","38","35","54","35","40"
"3-n849","75","98","70","114","70","75"
"3-n849f","75","98","70","114","70","75"
"3-n850","50","65","45","50","50","45"
"3-n851","100","115","65","90","90","65"
"3-n852","50","68","60","50","50","32"
"3-n853","80","118","90","70","80","42"
"3-n854","40","45","45","74","54","50"
"3-n855","60","65","65","134","114","70"
"3-n856","42","30","45","56","53","39"
"3-n857","57","40","65","86","73","49"
"3-n858","57","90","95","136","103","29"
"3-n859","45","45","30","55","40","50"
"3-n860","65","60","45","75","55","70"
"3-n861","95","120","65","95","75","60"
"3-n862","93","90","101","60","81","95"
"3-n863","70","110","100","50","60","50"
"3-n864","60","95","50","145","130","30"
"3-n865","62","135","95","68","82","65"
"3-n866","80","85","75","110","100","70"
"3-n867","58","95","145","50","105","30"
"3-n868","45","40","40","50","61","34"
"3-n869","65","60","75","110","121","64"
"3-n870","65","100","100","70","60","75"
"3-n871","48","101","95","91","85","15"
"3-n872","30","25","35","45","30","20"
"3-n873","70","65","60","125","90","65"
"3-n874","100","125","135","20","20","70"
"3-n875","75","80","110","65","90","50"
"3-n875f","75","80","70","65","50","130"
"3-n876","60","65","55","105","95","95"
"3-n876f","70","55","65","95","105","85"
"3-n877","58","95","58","70","58","97"
"3-n878","72","80","49","40","49","40"
"3-n879","122","130","69","80","69","30"
"3-n880","90","100","90","80","70","75"
"3-n881","90","100","90","90","80","55"
"3-n882","90","90","100","70","80","75"
"3-n883","90","90","100","80","90","55"
