"pokemonId","localLanguageId","name","formName"
"3-n94-2","2","Gengar",""
"3-n95-1","1","イワーク",""
"3-n95-2","2","Onix",""
"3-n98-1","1","クラブ",""
"3-n98-2","2","Krabby",""
"3-n99-1","1","キングラー",""
"3-n99-2","2","Kingler",""
"3-n102-1","1","タマタマ",""
"3-n102-2","2","Exeggcute",""
"3-n103-1","1","ナッシー",""
"3-n103-2","2","Exeggutor",""
"3-n103a-1","1","ナッシー","アローラのすがた"
"3-n103a-2","2","Exeggutor","アローラのすがた"
"3-n104-1","1","カラカラ",""
"3-n104-2","2","Cubone",""
"3-n105-1","1","ガラガラ",""
"3-n105-2","2","Marowak",""
"3-n105a-1","1","ガラガラ","アローラのすがた"
"3-n105a-2","2","Marowak","アローラのすがた"
"3-n106-1","1","サワムラー",""
"3-n106-2","2","Hitmonlee",""
"3-n107-1","1","エビワラー",""
"3-n107-2","2","Hitmonchan",""
"3-n108-1","1","ベロリンガ",""
"3-n108-2","2","Lickitung",""
"3-n109-1","1","ドガース",""
"3-n109-2","2","Koffing",""
"3-n110-1","1","マタドガス",""
"3-n110-2","2","Weezing",""
"3-n110g-1","1","マタドガス","ガラルのすがた"
"3-n110g-2","2","Weezing","ガラルのすがた"
"3-n111-1","1","サイホーン",""
"3-n111-2","2","Rhyhorn",""
"3-n112-1","1","サイドン",""
"3-n112-2","2","Rhydon",""
"3-n113-1","1","ラッキー",""
"3-n113-2","2","Chansey",""
"3-n114-1","1","モンジャラ",""
"3-n114-2","2","Tangela",""
"3-n115-1","1","ガルーラ",""
"3-n115-2","2","Kangaskhan",""
"3-n116-1","1","タッツー",""
"3-n116-2","2","Horsea",""
"3-n117-1","1","シードラ",""
"3-n117-2","2","Seadra",""
"3-n118-1","1","トサキント",""
"3-n118-2","2","Goldeen",""
"3-n119-1","1","アズマオウ",""
"3-n119-2","2","Seaking",""
"3-n120-1","1","ヒトデマン",""
"3-n120-2","2","Staryu",""
"3-n121-1","1","スターミー",""
"3-n121-2","2","Starmie",""
"3-n122-1","1","バリヤード",""
"3-n122-2","2","Mr. Mime",""
"3-n122g-1","1","バリヤード","ガラルのすがた"
"3-n122g-2","2","Mr. Mime","ガラルのすがた"
"3-n123-1","1","ストライク",""
"3-n123-2","2","Scyther",""
"3-n124-1","1","ルージュラ",""
"3-n124-2","2","Jynx",""
"3-n125-1","1","エレブー",""
"3-n125-2","2","Electabuzz",""
"3-n126-1","1","ブーバー",""
"3-n126-2","2","Magmar",""
"3-n127-1","1","カイロス",""
"3-n127-2","2","Pinsir",""
"3-n128-1","1","ケンタロス",""
"3-n128-2","2","Tauros",""
"3-n129-1","1","コイキング",""
"3-n129-2","2","Magikarp",""
"3-n130-1","1","ギャラドス",""
"3-n130-2","2","Gyarados",""
"3-n131-1","1","ラプラス",""
"3-n131-2","2","Lapras",""
"3-n132-1","1","メタモン",""
"3-n132-2","2","Ditto",""
"3-n133-1","1","イーブイ",""
"3-n133-2","2","Eevee",""
"3-n134-1","1","シャワーズ",""
"3-n134-2","2","Vaporeon",""
"3-n135-1","1","サンダース",""
"3-n135-2","2","Jolteon",""
"3-n136-1","1","ブースター",""
"3-n136-2","2","Flareon",""
"3-n137-1","1","ポリゴン",""
"3-n137-2","2","Porygon",""
"3-n138-1","1","オムナイト",""
"3-n138-2","2","Omanyte",""
"3-n139-1","1","オムスター",""
"3-n139-2","2","Omastar",""
"3-n140-1","1","カブト",""
"3-n140-2","2","Kabuto",""
"3-n141-1","1","カブトプス",""
"3-n141-2","2","Kabutops",""
"3-n142-1","1","プテラ",""
"3-n142-2","2","Aerodactyl",""
"3-n143-1","1","カビゴン",""
"3-n143-2","2","Snorlax",""
"3-n144-1","1","フリーザー",""
"3-n144-2","2","Articuno",""
"3-n144g-1","1","フリーザー","ガラルのすがた"
"3-n144g-2","2","Articuno","ガラルのすがた"
"3-n145-1","1","サンダー",""
"3-n145-2","2","Zapdos",""
"3-n145g-1","1","サンダー","ガラルのすがた"
"3-n145g-2","2","Zapdos","ガラルのすがた"
"3-n146-1","1","ファイヤー",""
"3-n146-2","2","Moltres",""
"3-n146g-1","1","ファイヤー","ガラルのすがた"
"3-n146g-2","2","Moltres","ガラルのすがた"
"3-n147-1","1","ミニリュウ",""
"3-n147-2","2","Dratini",""
"3-n148-1","1","ハクリュー",""
"3-n148-2","2","Dragonair",""
"3-n149-1","1","カイリュー",""
"3-n149-2","2","Dragonite",""
"3-n150-1","1","ミュウツー",""
"3-n150-2","2","Mewtwo",""
"3-n151-1","1","ミュウ",""
"3-n151-2","2","Mew",""
"3-n163-1","1","ホーホー",""
"3-n163-2","2","Hoothoot",""
"3-n164-1","1","ヨルノズク",""
"3-n164-2","2","Noctowl",""
"3-n169-1","1","クロバット",""
"3-n169-2","2","Crobat",""
"3-n170-1","1","チョンチー",""
"3-n170-2","2","Chinchou",""
"3-n171-1","1","ランターン",""
"3-n171-2","2","Lanturn",""
"3-n172-1","1","ピチュー",""
"3-n172-2","2","Pichu",""
"3-n173-1","1","ピィ",""
"3-n173-2","2","Cleffa",""
"3-n174-1","1","ププリン",""
"3-n174-2","2","Igglybuff",""
"3-n175-1","1","トゲピー",""
"3-n175-2","2","Togepi",""
"3-n176-1","1","トゲチック",""
"3-n176-2","2","Togetic",""
"3-n177-1","1","ネイティ",""
"3-n177-2","2","Natu",""
"3-n178-1","1","ネイティオ",""
"3-n178-2","2","Xatu",""
"3-n182-1","1","キレイハナ",""
"3-n182-2","2","Bellossom",""
"3-n183-1","1","マリル",""
"3-n183-2","2","Marill",""
"3-n184-1","1","マリルリ",""
"3-n184-2","2","Azumarill",""
"3-n185-1","1","ウソッキー",""
"3-n185-2","2","Sudowoodo",""
"3-n186-1","1","ニョロトノ",""
"3-n186-2","2","Politoed",""
"3-n194-1","1","ウパー",""
"3-n194-2","2","Wooper",""
"3-n195-1","1","ヌオー",""
"3-n195-2","2","Quagsire",""
"3-n196-1","1","エーフィ",""
"3-n196-2","2","Espeon",""
"3-n197-1","1","ブラッキー",""
"3-n197-2","2","Umbreon",""
"3-n199-1","1","ヤドキング",""
"3-n199-2","2","Slowking",""
"3-n199g-1","1","ヤドキング","ガラルのすがた"
"3-n199g-2","2","Slowking","ガラルのすがた"
"3-n202-1","1","ソーナンス",""
"3-n202-2","2","Wobbuffet",""
"3-n206-1","1","ノコッチ",""
"3-n206-2","2","Dunsparce",""
"3-n208-1","1","ハガネール",""
"3-n208-2","2","Steelix",""
"3-n211-1","1","ハリーセン",""
"3-n211-2","2","Qwilfish",""
"3-n212-1","1","ハッサム",""
"3-n212-2","2","Scizor",""
"3-n213-1","1","ツボツボ",""
"3-n213-2","2","Shuckle",""
"3-n214-1","1","ヘラクロス",""
"3-n214-2","2","Heracross",""
"3-n215-1","1","ニューラ",""
"3-n215-2","2","Sneasel",""
"3-n220-1","1","ウリムー",""
"3-n220-2","2","Swinub",""
"3-n221-1","1","イノムー",""
"3-n221-2","2","Piloswine",""
"3-n222-1","1","サニーゴ",""
"3-n222-2","2","Corsola",""
"3-n222g-1","1","サニーゴ","ガラルのすがた"
"3-n222g-2","2","Corsola","ガラルのすがた"
"3-n223-1","1","テッポウオ",""
"3-n223-2","2","Remoraid",""
"3-n224-1","1","オクタン",""
"3-n224-2","2","Octillery",""
"3-n225-1","1","デリバード",""
"3-n225-2","2","Delibird",""
"3-n226-1","1","マンタイン",""
"3-n226-2","2","Mantine",""
"3-n227-1","1","エアームド",""
"3-n227-2","2","Skarmory",""
"3-n230-1","1","キングドラ",""
"3-n230-2","2","Kingdra",""
"3-n233-1","1","ポリゴン2",""
"3-n233-2","2","Porygon2",""
"3-n236-1","1","バルキー",""
"3-n236-2","2","Tyrogue",""
"3-n237-1","1","カポエラー",""
"3-n237-2","2","Hitmontop",""
"3-n238-1","1","ムチュール",""
"3-n238-2","2","Smoochum",""
"3-n239-1","1","エレキッド",""
"3-n239-2","2","Elekid",""
"3-n240-1","1","ブビィ",""
"3-n240-2","2","Magby",""
"3-n241-1","1","ミルタンク",""
"3-n241-2","2","Miltank",""
"3-n242-1","1","ハピナス",""
"3-n242-2","2","Blissey",""
"3-n243-1","1","ライコウ",""
"3-n243-2","2","Raikou",""
"3-n244-1","1","エンテイ",""
"3-n244-2","2","Entei",""
"3-n245-1","1","スイクン",""
"3-n245-2","2","Suicune",""
"3-n246-1","1","ヨーギラス",""
"3-n246-2","2","Larvitar",""
"3-n247-1","1","サナギラス",""
"3-n247-2","2","Pupitar",""
"3-n248-1","1","バンギラス",""
"3-n248-2","2","Tyranitar",""
"3-n249-1","1","ルギア",""
"3-n249-2","2","Lugia",""
"3-n250-1","1","ホウオウ",""
"3-n250-2","2","Ho-Oh",""
"3-n251-1","1","セレビィ",""
"3-n251-2","2","Celebi",""
"3-n252-1","1","キモリ",""
"3-n252-2","2","Treecko",""
"3-n253-1","1","ジュプトル",""
"3-n253-2","2","Grovyle",""
"3-n254-1","1","ジュカイン",""
"3-n254-2","2","Sceptile",""
"3-n255-1","1","アチャモ",""
"3-n255-2","2","Torchic",""
"3-n256-1","1","ワカシャモ",""
"3-n256-2","2","Combusken",""
"3-n257-1","1","バシャーモ",""
"3-n257-2","2","Blaziken",""
"3-n258-1","1","ミズゴロウ",""
"3-n258-2","2","Mudkip",""
"3-n259-1","1","ヌマクロー",""
"3-n259-2","2","Marshtomp",""
"3-n260-1","1","ラグラージ",""
"3-n260-2","2","Swampert",""
"3-n263-1","1","ジグザグマ",""
"3-n263-2","2","Zigzagoon",""
"3-n263g-1","1","ジグザグマ","ガラルのすがた"
"3-n263g-2","2","Zigzagoon","ガラルのすがた"
"3-n264-1","1","マッスグマ",""
"3-n264-2","2","Linoone",""
"3-n264g-1","1","マッスグマ","ガラルのすがた"
"3-n264g-2","2","Linoone","ガラルのすがた"
"3-n270-1","1","ハスボー",""
"3-n270-2","2","Lotad",""
"3-n271-1","1","ハスブレロ",""
"3-n271-2","2","Lombre",""
"3-n272-1","1","ルンパッパ",""
"3-n272-2","2","Ludicolo",""
"3-n273-1","1","タネボー",""
"3-n273-2","2","Seedot",""
"3-n274-1","1","コノハナ",""
"3-n274-2","2","Nuzleaf",""
"3-n275-1","1","ダーテング",""
"3-n275-2","2","Shiftry",""
"3-n278-1","1","キャモメ",""
"3-n278-2","2","Wingull",""
"3-n279-1","1","ペリッパー",""
"3-n279-2","2","Pelipper",""
"3-n280-1","1","ラルトス",""
"3-n280-2","2","Ralts",""
"3-n281-1","1","キルリア",""
"3-n281-2","2","Kirlia",""
"3-n282-1","1","サーナイト",""
"3-n282-2","2","Gardevoir",""
"3-n290-1","1","ツチニン",""
"3-n290-2","2","Nincada",""
"3-n291-1","1","テッカニン",""
"3-n291-2","2","Ninjask",""
"3-n292-1","1","ヌケニン",""
"3-n292-2","2","Shedinja",""
"3-n293-1","1","ゴニョニョ",""
"3-n293-2","2","Whismur",""
"3-n294-1","1","ドゴーム",""
"3-n294-2","2","Loudred",""
"3-n295-1","1","バクオング",""
"3-n295-2","2","Exploud",""
"3-n298-1","1","ルリリ",""
"3-n298-2","2","Azurill",""
"3-n302-1","1","ヤミラミ",""
"3-n302-2","2","Sableye",""
"3-n303-1","1","クチート",""
"3-n303-2","2","Mawile",""
"3-n304-1","1","ココドラ",""
"3-n304-2","2","Aron",""
"3-n305-1","1","コドラ",""
"3-n305-2","2","Lairon",""
"3-n306-1","1","ボスゴドラ",""
"3-n306-2","2","Aggron",""
"3-n309-1","1","ラクライ",""
"3-n309-2","2","Electrike",""
"3-n310-1","1","ライボルト",""
"3-n310-2","2","Manectric",""
"3-n315-1","1","ロゼリア",""
"3-n315-2","2","Roselia",""
"3-n318-1","1","キバニア",""
"3-n318-2","2","Carvanha",""
"3-n319-1","1","サメハダー",""
"3-n319-2","2","Sharpedo",""
"3-n320-1","1","ホエルコ",""
"3-n320-2","2","Wailmer",""
"3-n321-1","1","ホエルオー",""
"3-n321-2","2","Wailord",""
"3-n324-1","1","コータス",""
"3-n324-2","2","Torkoal",""
"3-n328-1","1","ナックラー",""
"3-n328-2","2","Trapinch",""
"3-n329-1","1","ビブラーバ",""
"3-n329-2","2","Vibrava",""
"3-n330-1","1","フライゴン",""
"3-n330-2","2","Flygon",""
"3-n333-1","1","チルット",""
"3-n333-2","2","Swablu",""
"3-n334-1","1","チルタリス",""
"3-n334-2","2","Altaria",""
"3-n337-1","1","ルナトーン",""
"3-n337-2","2","Lunatone",""
"3-n338-1","1","ソルロック",""
"3-n338-2","2","Solrock",""
"3-n339-1","1","ドジョッチ",""
"3-n339-2","2","Barboach",""
"3-n340-1","1","ナマズン",""
"3-n340-2","2","Whiscash",""
"3-n341-1","1","ヘイガニ",""
"3-n341-2","2","Corphish",""
"3-n342-1","1","シザリガー",""
"3-n342-2","2","Crawdaunt",""
"3-n343-1","1","ヤジロン",""
"3-n343-2","2","Baltoy",""
"3-n344-1","1","ネンドール",""
"3-n344-2","2","Claydol",""
"3-n345-1","1","リリーラ",""
"3-n345-2","2","Lileep",""
"3-n346-1","1","ユレイドル",""
"3-n346-2","2","Cradily",""
"3-n347-1","1","アノプス",""
"3-n347-2","2","Anorith",""
"3-n348-1","1","アーマルド",""
"3-n348-2","2","Armaldo",""
"3-n349-1","1","ヒンバス",""
"3-n349-2","2","Feebas",""
"3-n350-1","1","ミロカロス",""
"3-n350-2","2","Milotic",""
"3-n355-1","1","ヨマワル",""
"3-n355-2","2","Duskull",""
"3-n356-1","1","サマヨール",""
"3-n356-2","2","Dusclops",""
"3-n359-1","1","アブソル",""
"3-n359-2","2","Absol",""
"3-n360-1","1","ソーナノ",""
"3-n360-2","2","Wynaut",""
"3-n361-1","1","ユキワラシ",""
"3-n361-2","2","Snorunt",""
"3-n362-1","1","オニゴーリ",""
"3-n362-2","2","Glalie",""
"3-n363-1","1","タマザラシ",""
"3-n363-2","2","Spheal",""
"3-n364-1","1","トドグラー",""
"3-n364-2","2","Sealeo",""
"3-n365-1","1","トドゼルガ",""
"3-n365-2","2","Walrein",""
"3-n369-1","1","ジーランス",""
"3-n369-2","2","Relicanth",""
"3-n371-1","1","タツベイ",""
"3-n371-2","2","Bagon",""
"3-n372-1","1","コモルー",""
"3-n372-2","2","Shelgon",""
"3-n373-1","1","ボーマンダ",""
"3-n373-2","2","Salamence",""
"3-n374-1","1","ダンバル",""
"3-n374-2","2","Beldum",""
"3-n375-1","1","メタング",""
"3-n375-2","2","Metang",""
"3-n376-1","1","メタグロス",""
"3-n376-2","2","Metagross",""
"3-n377-1","1","レジロック",""
"3-n377-2","2","Regirock",""
"3-n378-1","1","レジアイス",""
"3-n378-2","2","Regice",""
"3-n379-1","1","レジスチル",""
"3-n379-2","2","Registeel",""
"3-n380-1","1","ラティアス",""
"3-n380-2","2","Latias",""
"3-n381-1","1","ラティオス",""
"3-n381-2","2","Latios",""
"3-n382-1","1","カイオーガ",""
"3-n382-2","2","Kyogre",""
"3-n383-1","1","グラードン",""
"3-n383-2","2","Groudon",""
"3-n384-1","1","レックウザ",""
"3-n384-2","2","Rayquaza",""
"3-n385-1","1","ジラーチ",""
"3-n385-2","2","Jirachi",""
"3-n403-1","1","コリンク",""
"3-n403-2","2","Shinx",""
"3-n404-1","1","ルクシオ",""
"3-n404-2","2","Luxio",""
"3-n405-1","1","レントラー",""
"3-n405-2","2","Luxray",""
"3-n406-1","1","スボミー",""
"3-n406-2","2","Budew",""
"3-n407-1","1","ロズレイド",""
"3-n407-2","2","Roserade",""
"3-n415-1","1","ミツハニー",""
"3-n415-2","2","Combee",""
"3-n416-1","1","ビークイン",""
"3-n416-2","2","Vespiquen",""
"3-n420-1","1","チェリンボ",""
"3-n420-2","2","Cherubi",""
"3-n421-1","1","チェリム",""
"3-n421-2","2","Cherrim",""
"3-n422-1","1","カラナクシ",""
"3-n422-2","2","Shellos",""
"3-n423-1","1","トリトドン",""
"3-n423-2","2","Gastrodon",""
"3-n425-1","1","フワンテ",""
"3-n425-2","2","Drifloon",""
"3-n426-1","1","フワライド",""
"3-n426-2","2","Drifblim",""
"3-n427-1","1","ミミロル",""
"3-n427-2","2","Buneary",""
"3-n428-1","1","ミミロップ",""
"3-n428-2","2","Lopunny",""
"3-n434-1","1","スカンプー",""
"3-n434-2","2","Stunky",""
"3-n435-1","1","スカタンク",""
"3-n435-2","2","Skuntank",""
"3-n436-1","1","ドーミラー",""
"3-n436-2","2","Bronzor",""
"3-n437-1","1","ドータクン",""
"3-n437-2","2","Bronzong",""
"3-n438-1","1","ウソハチ",""
"3-n438-2","2","Bonsly",""
"3-n439-1","1","マネネ",""
"3-n439-2","2","Mime Jr.",""
"3-n440-1","1","ピンプク",""
"3-n440-2","2","Happiny",""
"3-n442-1","1","ミカルゲ",""
"3-n442-2","2","Spiritomb",""
"3-n443-1","1","フカマル",""
"3-n443-2","2","Gible",""
"3-n444-1","1","ガバイト",""
"3-n444-2","2","Gabite",""
"3-n445-1","1","ガブリアス",""
"3-n445-2","2","Garchomp",""
"3-n446-1","1","ゴンベ",""
"3-n446-2","2","Munchlax",""
"3-n447-1","1","リオル",""
"3-n447-2","2","Riolu",""
"3-n448-1","1","ルカリオ",""
"3-n448-2","2","Lucario",""
"3-n449-1","1","ヒポポタス",""
"3-n449-2","2","Hippopotas",""
"3-n450-1","1","カバルドン",""
"3-n450-2","2","Hippowdon",""
"3-n451-1","1","スコルピ",""
"3-n451-2","2","Skorupi",""
"3-n452-1","1","ドラピオン",""
"3-n452-2","2","Drapion",""
"3-n453-1","1","グレッグル",""
"3-n453-2","2","Croagunk",""
"3-n454-1","1","ドクロッグ",""
"3-n454-2","2","Toxicroak",""
"3-n458-1","1","タマンタ",""
"3-n458-2","2","Mantyke",""
"3-n459-1","1","ユキカブリ",""
"3-n459-2","2","Snover",""
"3-n460-1","1","ユキノオー",""
"3-n460-2","2","Abomasnow",""
"3-n461-1","1","マニューラ",""
"3-n461-2","2","Weavile",""
"3-n462-1","1","ジバコイル",""
"3-n462-2","2","Magnezone",""
"3-n463-1","1","ベロベルト",""
"3-n463-2","2","Lickilicky",""
"3-n464-1","1","ドサイドン",""
"3-n464-2","2","Rhyperior",""
"3-n465-1","1","モジャンボ",""
"3-n465-2","2","Tangrowth",""
"3-n466-1","1","エレキブル",""
"3-n466-2","2","Electivire",""
"3-n467-1","1","ブーバーン",""
"3-n467-2","2","Magmortar",""
"3-n468-1","1","トゲキッス",""
"3-n468-2","2","Togekiss",""
"3-n470-1","1","リーフィア",""
"3-n470-2","2","Leafeon",""
"3-n471-1","1","グレイシア",""
"3-n471-2","2","Glaceon",""
"3-n473-1","1","マンムー",""
"3-n473-2","2","Mamoswine",""
"3-n474-1","1","ポリゴンZ",""
"3-n474-2","2","Porygon-Z",""
"3-n475-1","1","エルレイド",""
"3-n475-2","2","Gallade",""
"3-n477-1","1","ヨノワール",""
"3-n477-2","2","Dusknoir",""
"3-n478-1","1","ユキメノコ",""
"3-n478-2","2","Froslass",""
"3-n479-1","1","ロトム",""
"3-n479-2","2","Rotom",""
"3-n479h-1","1","ロトム","ヒート"
"3-n479h-2","2","Rotom","ヒート"
"3-n479w-1","1","ロトム","ウォッシュ"
"3-n479w-2","2","Rotom","ウォッシュ"
"3-n479f-1","1","ロトム","フロスト"
"3-n479f-2","2","Rotom","フロスト"
"3-n479s-1","1","ロトム","スピン"
"3-n479s-2","2","Rotom","スピン"
"3-n479c-1","1","ロトム","カット"
"3-n479c-2","2","Rotom","カット"
"3-n480-1","1","ユクシー",""
"3-n480-2","2","Uxie",""
"3-n481-1","1","エムリット",""
"3-n481-2","2","Mesprit",""
"3-n482-1","1","アグノム",""
"3-n482-2","2","Azelf",""
"3-n483-1","1","ディアルガ",""
"3-n483-2","2","Dialga",""
"3-n484-1","1","パルキア",""
"3-n484-2","2","Palkia",""
"3-n485-1","1","ヒードラン",""
"3-n485-2","2","Heatran",""
"3-n486-1","1","レジギガス",""
"3-n486-2","2","Regigigas",""
"3-n487-1","1","ギラティナ",""
"3-n487-2","2","Giratina",""
"3-n487o-1","1","ギラティナ","オリジンフォルム"
"3-n487o-2","2","Giratina","オリジンフォルム"
"3-n488-1","1","クレセリア",""
"3-n488-2","2","Cresselia",""
"3-n494-1","1","ビクティニ",""
"3-n494-2","2","Victini",""
"3-n506-1","1","ヨーテリー",""
"3-n506-2","2","Lillipup",""
"3-n507-1","1","ハーデリア",""
"3-n507-2","2","Herdier",""
"3-n508-1","1","ムーランド",""
"3-n508-2","2","Stoutland",""
"3-n509-1","1","チョロネコ",""
"3-n509-2","2","Purrloin",""
"3-n510-1","1","レパルダス",""
"3-n510-2","2","Liepard",""
"3-n517-1","1","ムンナ",""
"3-n517-2","2","Munna",""
"3-n518-1","1","ムシャーナ",""
"3-n518-2","2","Musharna",""
"3-n519-1","1","マメパト",""
"3-n519-2","2","Pidove",""
"3-n520-1","1","ハトーボー",""
"3-n520-2","2","Tranquill",""
"3-n521-1","1","ケンホロウ",""
"3-n521-2","2","Unfezant",""
"3-n524-1","1","ダンゴロ",""
"3-n524-2","2","Roggenrola",""
"3-n525-1","1","ガントル",""
"3-n525-2","2","Boldore",""
"3-n526-1","1","ギガイアス",""
"3-n526-2","2","Gigalith",""
"3-n527-1","1","コロモリ",""
"3-n527-2","2","Woobat",""
"3-n528-1","1","ココロモリ",""
"3-n528-2","2","Swoobat",""
"3-n529-1","1","モグリュー",""
"3-n529-2","2","Drilbur",""
"3-n530-1","1","ドリュウズ",""
"3-n530-2","2","Excadrill",""
"3-n531-1","1","タブンネ",""
"3-n531-2","2","Audino",""
"3-n532-1","1","ドッコラー",""
