"id","name","type","power1","power2","pp","accuracy","priority","damageType","isDirect","canProtect"
"3-82","おいかぜ","2","-","-","15","-","0","変化","false","false"
"3-83","おいわい","0","-","-","40","-","0","変化","false","false"
"3-84","おきみやげ","16","-","-","10","100","0","変化","false","true"
"3-85","オクタンほう","10","65","120","10","85","0","特殊","false","true"
"3-86","おさきにどうぞ","0","-","-","15","-","0","変化","false","false"
"3-87","おたけび","0","-","-","30","100","0","変化","false","true"
"3-88","おだてる","16","-","-","15","100","0","変化","false","true"
"3-89","おちゃかい","0","-","-","10","-","0","変化","false","false"
"3-90","おどろかす","7","30","90","15","100","0","物理","true","true"
"3-91","おにび","9","-","-","15","85","0","変化","false","true"
"3-92","おんねん","7","-","-","5","-","0","変化","false","false"
"3-93","かいでんぱ","12","-","-","15","100","0","変化","false","true"
"3-94","かいりき","0","80","130","15","100","0","物理","true","true"
"3-95","カウンター","1","-","75","20","100","-5","物理","true","true"
"3-96","かえんぐるま","9","60","110","25","100","0","物理","true","true"
"3-97","かえんだん","9","100","130","5","100","0","特殊","false","true"
"3-98","かえんほうしゃ","9","90","130","15","100","0","特殊","false","true"
"3-99","かえんボール","9","120","140","5","90","0","物理","false","true"
"3-100","かげうち","7","40","90","30","100","1","物理","true","true"
"3-101","かげぬい","7","80","130","10","100","0","物理","false","true"
"3-102","かげぶんしん","0","-","-","15","-","0","変化","false","false"
"3-103","かぜおこし","2","40","90","35","100","0","特殊","false","true"
"3-104","かたきうち","0","70","120","5","100","0","物理","true","true"
"3-105","かたくなる","0","-","-","30","-","0","変化","false","false"
"3-106","かなしばり","0","-","-","20","100","0","変化","false","true"
"3-107","かふんだんご","6","90","130","15","100","0","特殊","false","true"
"3-108","かみくだく","16","80","130","15","100","0","物理","true","true"
"3-109","かみつく","16","60","110","25","100","0","物理","true","true"
"3-110","かみなり","12","110","140","10","70","0","特殊","false","true"
"3-111","かみなりのキバ","12","65","120","15","95","0","物理","true","true"
"3-112","かみなりパンチ","12","75","130","15","100","0","物理","true","true"
"3-113","からげんき","0","70","120","20","100","0","物理","true","true"
"3-114","からにこもる","10","-","-","40","-","0","変化","false","false"
"3-115","からをやぶる","0","-","-","15","-","0","変化","false","false"
"3-116","かわらわり","1","75","90","15","100","0","物理","true","true"
"3-117","ガードシェア","13","-","-","10","-","0","変化","false","true"
"3-118","ガードスワップ","13","-","-","10","-","0","変化","false","true"
"3-119","がむしゃら","0","-","130","5","100","0","物理","true","true"
"3-120","ガリョウテンセイ","2","120","140","5","100","0","物理","true","true"
"3-121","がんせきふうじ","5","60","110","15","95","0","物理","false","true"
"3-122","がんせきほう","5","150","150","5","90","0","物理","false","true"
"3-123","きあいだま","1","120","95","5","70","0","特殊","false","true"
"3-124","きあいだめ","0","-","-","30","-","0","変化","false","false"
"3-125","きあいパンチ","1","150","100","20","100","-3","物理","true","true"
"3-126","きしかいせい","1","-","100","15","100","0","物理","true","true"
"3-127","キノコのほうし","11","-","-","15","100","0","変化","false","true"
"3-128","きゅうけつ","6","80","130","10","100","0","物理","true","true"
"3-129","きょじゅうざん","8","100","130","5","100","0","物理","true","true"
"3-130","きょじゅうだん","8","100","130","5","100","0","物理","true","true"
"3-131","キョダイイチゲキ","16","-","-","0","-","0","-","false","false"
"3-132","キョダイカキュウ","9","-","-","0","-","0","-","false","false"
"3-133","キョダイカンデン","12","-","-","0","-","0","-","false","false"
"3-134","キョダイカンロ","11","-","-","0","-","0","-","false","false"
"3-135","キョダイガンジン","10","-","-","0","-","0","-","false","false"
"3-136","キョダイゲンエイ","7","-","-","0","-","0","-","false","false"
"3-137","キョダイゲンスイ","15","-","-","0","-","0","-","false","false"
"3-138","キョダイコウジン","8","-","-","0","-","0","-","false","false"
"3-139","キョダイコバン","0","-","-","0","-","0","-","false","false"
"3-140","キョダイコランダ","11","-","-","0","-","0","-","false","false"
"3-141","キョダイコワク","6","-","-","0","-","0","-","false","false"
"3-142","キョダイゴクエン","9","-","-","0","-","0","-","false","false"
"3-143","キョダイサイセイ","0","-","-","0","-","0","-","false","false"
"3-144","キョダイサジン","4","-","-","0","-","0","-","false","false"
"3-145","キョダイサンゲキ","11","-","-","0","-","0","-","false","false"
"3-146","キョダイシュウキ","3","-","-","0","-","0","-","false","false"
"3-147","キョダイシンゲキ","1","-","-","0","-","0","-","false","false"
"3-148","キョダイスイマ","16","-","-","0","-","0","-","false","false"
"3-149","キョダイセンリツ","14","-","-","0","-","0","-","false","false"
"3-150","キョダイソゲキ","10","-","-","0","-","0","-","false","false"
"3-151","キョダイダンエン","17","-","-","0","-","0","-","false","false"
"3-152","キョダイテンドウ","13","-","-","0","-","0","-","false","false"
"3-153","キョダイテンバツ","17","-","-","0","-","0","-","false","false"
"3-154","キョダイバンライ","12","-","-","0","-","0","-","false","false"
"3-155","キョダイヒャッカ","9","-","-","0","-","0","-","false","false"
"3-156","キョダイフウゲキ","2","-","-","0","-","0","-","false","false"
"3-157","キョダイフンセキ","5","-","-","0","-","0","-","false","false"
"3-158","キョダイベンタツ","11","-","-","0","-","0","-","false","false"
"3-159","キョダイホーヨー","0","-","-","0","-","0","-","false","false"
"3-160","キョダイホウゲキ","10","-","-","0","-","0","-","false","false"
"3-161","キョダイホウマツ","10","-","-","0","-","0","-","false","false"
"3-162","キョダイレンゲキ","10","-","-","0","-","0","-","false","false"
"3-163","きりさく","0","70","120","20","100","0","物理","true","true"
"3-164","きりばらい","2","-","-","15","-","0","変化","false","true"
"3-165","キングシールド","8","-","-","10","-","4","変化","false","false"
"3-166","きんぞくおん","8","-","-","40","85","0","変化","false","true"
"3-167","ギアソーサー","8","50","130","15","85","0","物理","true","true"
"3-168","ギアチェンジ","8","-","-","10","-","0","変化","false","false"
"3-169","ギガインパクト","0","150","150","5","90","0","物理","true","true"
"3-170","ギガドレイン","11","75","130","10","100","0","特殊","false","true"
"3-171","クイックターン","10","60","110","20","100","0","物理","true","true"
"3-172","くさのちかい","11","80","130","10","100","0","特殊","false","true"
"3-173","くさむすび","11","-","130","20","100","0","特殊","true","true"
"3-174","くすぐる","0","-","-","20","100","0","変化","false","true"
"3-175","くらいつく","16","80","130","10","100","0","物理","true","true"
"3-176","クラブハンマー","10","100","130","10","90","0","物理","true","true"
"3-177","クリアスモッグ","3","50","75","15","-","0","特殊","false","true"
"3-178","くろいきり","14","-","-","30","-","0","変化","false","false"
"3-179","くろいまなざし","0","-","-","5","-","0","変化","false","false"
"3-180","クロスサンダー","12","100","130","5","100","0","物理","false","true"
"3-181","クロスチョップ","1","100","90","5","80","0","物理","true","true"
"3-182","クロスフレイム","9","100","130","5","100","0","特殊","false","true"
"3-183","クロスポイズン","3","70","85","20","100","0","物理","true","true"
"3-184","グラススライダー","11","70","120","20","100","1","物理","true","true"
"3-185","グラスフィールド","11","-","-","10","-","0","変化","false","false"
"3-186","グラスミキサー","11","65","120","10","90","0","特殊","false","true"
"3-187","グランドフォース","4","90","130","10","100","0","物理","false","true"
"3-188","グロウパンチ","1","40","70","20","100","0","物理","true","true"
"3-189","けたぐり","1","-","100","20","100","0","物理","true","true"
"3-190","げきりん","15","120","140","10","100","0","物理","true","true"
"3-191","ゲップ","3","120","95","10","90","0","特殊","false","true"
"3-192","げんしのちから","5","60","110","5","100","0","特殊","false","true"
"3-193","コーチング","1","-","-","10","-","0","変化","false","false"
"3-194","コートチェンジ","0","-","-","10","100","0","変化","false","false"
"3-195","コールドフレア","14","140","140","5","90","0","特殊","false","true"
"3-196","コアパニッシャー","15","100","130","10","100","0","特殊","false","true"
"3-197","こうげきしれい","6","90","130","15","100","0","物理","false","true"
"3-198","こうごうせい","11","-","-","5","-","0","変化","false","false"
"3-199","こうそくいどう","13","-","-","30","-","0","変化","false","false"
"3-200","こうそくスピン","0","50","100","40","100","0","物理","true","true"
"3-201","こおりのいぶき","14","60","110","10","90","0","特殊","false","true"
"3-202","こおりのキバ","14","65","120","15","95","0","物理","true","true"
"3-203","こおりのつぶて","14","40","90","30","100","1","物理","false","true"
"3-204","こころのめ","0","-","-","5","-","0","変化","false","true"
"3-205","こごえるかぜ","14","55","110","15","95","0","特殊","false","true"
"3-206","こごえるせかい","14","65","120","10","95","0","特殊","false","true"
"3-207","コスモパワー","13","-","-","20","-","0","変化","false","false"
"3-208","コットンガード","11","-","-","10","-","0","変化","false","false"
"3-209","こなゆき","14","40","90","25","100","0","特殊","false","true"
"3-210","このは","11","40","90","40","100","0","物理","false","true"
"3-211","このゆびとまれ","0","-","-","20","-","2","変化","false","false"
"3-212","コメットパンチ","8","90","130","10","90","0","物理","true","true"
"3-213","こらえる","0","-","-","10","-","4","変化","false","false"
"3-214","ころがる","5","30","90","20","90","0","物理","true","true"
"3-215","こわいかお","0","-","-","10","100","0","変化","false","true"
"3-216","こんげんのはどう","10","110","140","10","85","0","特殊","false","true"
"3-217","ゴーストダイブ","7","90","130","10","100","0","物理","true","false"
"3-218","ゴッドバード","2","140","140","5","90","0","物理","false","true"
"3-219","サイケこうせん","13","65","120","20","100","0","特殊","false","true"
"3-220","サイコカッター","13","70","120","20","100","0","物理","false","true"
"3-221","サイコキネシス","13","90","130","10","100","0","特殊","false","true"
"3-222","サイコシフト","13","-","-","10","100","0","変化","false","true"
"3-223","サイコショック","13","80","130","10","100","0","特殊","false","true"
"3-224","サイコファング","13","85","130","10","100","0","物理","true","true"
"3-225","サイコフィールド","13","-","-","10","-","0","変化","false","false"
"3-226","サイコブレイク","13","100","130","10","100","0","特殊","false","true"
"3-227","サイドチェンジ","13","-","-","15","-","2","変化","false","false"
"3-228","さいはい","13","-","-","15","-","0","変化","false","true"
"3-229","さいみんじゅつ","13","-","-","20","60","0","変化","false","true"
"3-230","サウザンアロー","4","90","130","10","100","0","物理","false","true"
"3-231","サウザンウェーブ","4","90","130","10","100","0","物理","false","true"
"3-232","さきおくり","16","-","-","15","100","0","変化","false","true"
"3-233","さわぐ","0","90","130","10","100","0","特殊","false","true"
"3-234","サンダープリズン","12","80","130","15","90","0","特殊","false","true"
"3-235","シェルアームズ","3","90","90","10","100","0","特殊","false","true"
"3-236","シェルブレード","10","75","130","10","95","0","物理","true","true"
"3-237","しおふき","10","150","150","5","100","0","特殊","false","true"
"3-238","しおみず","10","65","120","10","100","0","特殊","false","true"
"3-239","シザークロス","6","80","130","15","100","0","物理","true","true"
"3-240","しぜんのいかり","17","-","100","10","90","0","特殊","false","true"
"3-241","しぜんのちから","0","-","-","20","-","0","変化","false","false"
"3-242","したでなめる","7","30","90","30","100","0","物理","true","true"
"3-243","しっとのほのお","9","70","120","5","100","0","特殊","false","true"
"3-244","しっぺがえし","16","50","100","10","100","0","物理","true","true"
"3-245","しっぽをふる","0","-","-","30","100","0","変化","false","true"
"3-246","しねんのずつき","13","80","130","15","90","0","物理","true","true"
"3-247","しびれごな","11","-","-","30","75","0","変化","false","true"
"3-248","しめつける","0","15","90","20","85","0","物理","true","true"
"3-249","シャドークロー","7","70","120","15","100","0","物理","true","true"
"3-250","シャドースチール","7","90","130","10","100","0","物理","true","true"
"3-251","シャドーダイブ","7","120","140","5","100","0","物理","true","false"
"3-252","シャドーパンチ","7","60","110","20","-","0","物理","true","true"
"3-253","シャドーボール","7","80","130","15","100","0","特殊","false","true"
"3-254","シャドーボーン","7","85","130","10","100","0","物理","false","true"
"3-255","シャドーレイ","7","100","130","5","100","0","特殊","false","true"
"3-256","しろいきり","14","-","-","30","-","0","変化","false","false"
"3-257","しんくうは","1","40","70","30","100","1","特殊","false","true"
"3-258","しんそく","0","80","130","5","100","2","物理","true","true"
"3-259","しんぴのつるぎ","1","85","90","10","100","0","特殊","false","true"
"3-260","しんぴのまもり","0","-","-","25","-","0","変化","false","false"
"3-261","シンプルビーム","0","-","-","15","100","0","変化","false","true"
"3-262","Gのちから","11","80","130","10","100","0","物理","false","true"
"3-263","ジオコントロール","17","-","-","10","-","0","変化","false","false"
"3-264","じこあんじ","0","-","-","10","-","0","変化","false","false"
"3-265","じこさいせい","0","-","-","10","-","0","変化","false","false"
"3-266","じごくぐるま","1","80","90","20","80","0","物理","true","true"
"3-267","じごくづき","16","80","130","15","100","0","物理","true","true"
"3-268","じしん","4","100","130","10","100","0","物理","false","true"
"3-269","じたばた","0","-","130","15","100","0","物理","true","true"
"3-270","じだんだ","4","75","130","10","100","0","物理","true","true"
"3-271","じならし","4","60","110","20","100","0","物理","false","true"
"3-272","じばく","0","200","150","5","100","0","物理","false","true"
"3-273","じばそうさ","12","-","-","20","-","0","変化","false","false"
"3-274","ジャイロボール","8","-","130","5","100","0","物理","true","true"
"3-275","じゃれつく","17","90","130","10","90","0","物理","true","true"
"3-276","ジャングルヒール","11","-","-","10","-","0","変化","false","false"
"3-277","じゅうでん","12","-","-","20","-","0","変化","false","false"
"3-278","10まんばりき","4","95","130","10","95","0","物理","true","true"
"3-279","10まんボルト","12","90","130","15","100","0","特殊","false","true"
"3-280","じゅうりょく","13","-","-","5","-","0","変化","false","false"
"3-281","じょうか","3","-","-","20","-","0","変化","false","true"
"3-282","じわれ","4","-","130","5","30","0","物理","false","true"
"3-283","じんつうりき","13","80","130","20","100","0","特殊","false","true"
"3-284","スイープビンタ","0","25","130","10","85","0","物理","true","true"
"3-285","すいとる","11","20","90","25","100","0","特殊","false","true"
"3-286","すいりゅうれんだ","10","25","130","5","100","0","物理","true","true"
"3-287","スキルスワップ","13","-","-","10","-","0","変化","false","true"
"3-288","スケイルショット","15","25","130","20","90","0","物理","false","true"
"3-289","スケイルノイズ","15","110","140","5","100","0","特殊","false","true"
"3-290","スターアサルト","1","150","100","5","100","0","物理","false","true"
"3-291","スチームバースト","10","110","140","5","95","0","特殊","false","true"
"3-292","すてゼリフ","16","-","-","20","100","0","変化","false","true"
"3-293","すてみタックル","0","120","140","15","100","0","物理","true","true"
"3-294","ステルスロック","5","-","-","20","-","0","変化","false","false"
"3-295","ストーンエッジ","5","100","130","5","80","0","物理","false","true"
"3-296","すなあつめ","4","-","-","10","-","0","変化","false","false"
"3-297","すなあらし","5","-","-","10","-","0","変化","false","false"
"3-298","すなかけ","4","-","-","15","100","0","変化","false","true"
"3-299","すなじごく","4","35","90","15","85","0","物理","false","true"
"3-300","スパーク","12","65","120","20","100","0","物理","true","true"
"3-301","スピードスター","0","60","110","20","-","0","特殊","false","true"
"3-302","スピードスワップ","13","-","-","10","-","0","変化","false","true"
"3-303","スプーンまげ","13","-","-","15","80","0","変化","false","true"
"3-304","スマートホーン","8","70","120","10","-","0","物理","true","true"
"3-305","スモッグ","3","30","70","20","70","0","特殊","false","true"
"3-306","すりかえ","16","-","-","10","100","0","変化","false","true"
"3-307","ずつき","0","70","120","15","100","0","物理","true","true"
"3-308","せいちょう","0","-","-","20","-","0","変化","false","false"
"3-309","せいなるつるぎ","1","90","90","15","100","0","物理","true","true"
"3-310","せいなるほのお","9","100","130","5","95","0","物理","false","true"
"3-311","ぜったいれいど","14","-","130","5","30","0","特殊","false","true"
"3-312","ソーラービーム","11","120","140","10","100","0","特殊","false","true"
"3-313","ソーラーブレード","11","125","140","10","100","0","物理","true","true"
"3-314","そうでん","12","-","-","20","-","0","変化","false","true"
"3-315","ソウルクラッシュ","17","75","130","15","100","0","物理","true","true"
"3-316","ソウルビート","15","-","-","5","100","0","変化","false","false"
"3-317","そらをとぶ","2","90","130","15","95","0","物理","true","true"
"3-318","タールショット","5","-","-","15","100","0","変化","false","true"
"3-319","たいあたり","0","40","90","35","100","0","物理","true","true"
"3-320","たきのぼり","10","80","130","15","100","0","物理","true","true"
"3-321","たくわえる","0","-","-","20","-","0","変化","false","false"
"3-322","たこがため","1","-","-","15","100","0","変化","false","true"
"3-323","たたきつける","0","80","130","20","75","0","物理","true","true"
"3-324","たたみがえし","1","-","-","10","-","0","変化","false","false"
"3-325","たたりめ","7","65","120","10","100","0","特殊","false","true"
"3-326","たつまき","15","40","90","20","100","0","特殊","false","true"
"3-327","タネばくだん","11","80","130","15","100","0","物理","false","true"
"3-328","タネマシンガン","11","25","130","30","100","0","物理","false","true"
"3-329","タマゴうみ","0","-","-","10","-","0","変化","false","false"
"3-330","ダイアーク","16","-","-","0","-","0","-","false","false"
"3-331","ダイアース","4","-","-","0","-","0","-","false","false"
"3-332","ダイアイス","14","-","-","0","-","0","-","false","false"
"3-333","ダイアシッド","3","-","-","0","-","0","-","false","false"
"3-334","ダイアタック","0","-","-","0","-","0","-","false","false"
"3-335","ダイウォール","0","-","-","0","-","4","-","false","false"
"3-336","ダイサイコ","13","-","-","0","-","0","-","false","false"
"3-337","ダイサンダー","12","-","-","0","-","0","-","false","false"
"3-338","ダイジェット","2","-","-","0","-","0","-","false","false"
"3-339","ダイスチル","8","-","-","0","-","0","-","false","false"
"3-340","ダイストリーム","10","-","-","0","-","0","-","false","false"
"3-341","ダイソウゲン","11","-","-","0","-","0","-","false","false"
"3-342","だいちのちから","4","90","130","10","100","0","特殊","false","true"
"3-343","だいちのはどう","0","50","130","10","100","0","特殊","false","true"
"3-344","ダイドラグーン","15","-","-","0","-","0","-","false","false"
"3-345","ダイナックル","1","-","-","0","-","0","-","false","false"
"3-346","ダイバーン","9","-","-","0","-","0","-","false","false"
"3-347","だいばくはつ","0","250","150","5","100","0","物理","false","true"
"3-348","ダイビング","10","80","130","10","100","0","物理","true","true"
"3-349","ダイフェアリー","17","-","-","0","-","0","-","false","false"
"3-350","ダイホロウ","7","-","-","0","-","0","-","false","false"
"3-351","ダイマックスほう","15","100","140","5","100","0","特殊","false","true"
"3-352","だいもんじ","9","110","140","5","85","0","特殊","false","true"
"3-353","ダイヤストーム","5","100","130","5","95","0","物理","false","true"
"3-354","ダイロック","5","-","-","0","-","0","-","false","false"
"3-355","ダイワーム","6","-","-","0","-","0","-","false","false"
"3-356","だくりゅう","10","90","130","10","85","0","特殊","false","true"
"3-357","ダストシュート","3","120","95","5","80","0","物理","false","true"
"3-358","ダブルアタック","0","35","120","10","90","0","物理","true","true"
"3-359","ダブルウイング","2","40","130","10","90","0","物理","true","true"
"3-360","ダブルチョップ","15","40","130","15","90","0","物理","true","true"
"3-361","ダブルパンツァー","8","60","140","5","100","0","物理","true","true"
"3-362","ダメおし","16","60","110","10","100","0","物理","true","true"
"3-363","だんがいのつるぎ","4","120","140","10","85","0","物理","false","true"
"3-364","ちいさくなる","0","-","-","10","-","0","変化","false","false"
"3-365","ちからをすいとる","11","-","-","10","100","0","変化","false","true"
"3-366","ちきゅうなげ","1","-","75","20","100","0","物理","true","true"
"3-367","チャージビーム","12","50","100","10","90","0","特殊","false","true"
"3-368","チャームボイス","17","40","90","15","-","0","特殊","false","true"
"3-369","ちょうおんぱ","0","-","-","20","55","0","変化","false","true"
"3-370","ちょうのまい","6","-","-","20","-","0","変化","false","false"
"3-371","ちょうはつ","16","-","-","20","100","0","変化","false","true"
"3-372","ついばむ","2","60","110","20","100","0","物理","true","true"
"3-373","つきのひかり","17","-","-","5","-","0","変化","false","false"
"3-374","つけあがる","16","20","130","10","100","0","物理","true","true"
"3-375","つじぎり","16","70","120","15","100","0","物理","true","true"
"3-376","つっぱり","1","15","70","20","100","0","物理","true","true"
"3-377","つつく","2","35","90","35","100","0","物理","true","true"
"3-378","つのでつく","0","65","120","25","100","0","物理","true","true"
"3-379","つのドリル","0","-","130","5","30","0","物理","true","true"
"3-380","つばさでうつ","2","60","110","35","100","0","物理","true","true"
"3-381","つばめがえし","2","60","110","20","-","0","物理","true","true"
"3-382","つぶらなひとみ","17","-","-","30","100","1","変化","false","true"
"3-383","つぼをつく","0","-","-","30","-","0","変化","false","false"
"3-384","つめとぎ","16","-","-","15","-","0","変化","false","false"
"3-385","つららおとし","14","85","130","10","90","0","物理","false","true"
"3-386","つららばり","14","25","130","30","100","0","物理","false","true"
"3-387","つるぎのまい","0","-","-","20","-","0","変化","false","false"
"3-388","つるのムチ","11","45","100","25","100","0","物理","true","true"
"3-389","てかげん","0","40","90","40","100","0","物理","true","true"
"3-390","テクスチャー","0","-","-","30","-","0","変化","false","false"
"3-391","テクスチャー2","0","-","-","30","-","0","変化","false","false"
"3-392","テクノバスター","0","120","140","5","100","0","特殊","false","true"
"3-393","てだすけ","0","-","-","20","-","5","変化","false","false"
"3-394","てっていこうせん","8","140","140","5","95","0","特殊","false","true"
"3-395","てっぺき","8","-","-","15","-","0","変化","false","false"
"3-396","テレポート","13","-","-","20","-","-6","変化","false","false"
"3-397","てをつなぐ","0","-","-","40","-","0","変化","false","false"
"3-398","てんしのキッス","17","-","-","10","75","0","変化","false","true"
"3-399","であいがしら","6","90","130","10","100","2","物理","true","true"
"3-400","DDラリアット","16","85","130","10","100","0","物理","true","true"
"3-401","デコレーション","17","-","-","15","-","0","変化","false","false"
"3-402","デスウイング","2","80","130","10","100","0","特殊","false","true"
"3-403","でんきショック","12","40","90","30","100","0","特殊","false","true"
"3-404","でんげきくちばし","12","85","130","10","100","0","物理","true","true"
"3-405","でんげきは","12","60","110","20","-","0","特殊","false","true"
"3-406","でんこうせっか","0","40","90","30","100","1","物理","true","true"
"3-407","でんじは","12","-","-","20","90","0","変化","false","true"
"3-408","でんじふゆう","12","-","-","10","-","0","変化","false","false"
"3-409","でんじほう","12","120","140","5","50","0","特殊","false","true"
"3-410","トーチカ","3","-","-","10","-","4","変化","false","false"
"3-411","とおせんぼう","0","-","-","5","-","0","変化","false","false"
"3-412","とおぼえ","0","-","-","40","-","0","変化","false","false"
"3-413","ときのほうこう","15","150","150","5","90","0","特殊","false","true"
"3-414","とぎすます","0","-","-","30","-","0","変化","false","false"
"3-415","とぐろをまく","3","-","-","20","-","0","変化","false","false"
"3-416","とける","3","-","-","20","-","0","変化","false","false"
"3-417","とっしん","0","90","130","20","85","0","物理","true","true"
"3-418","とっておき","0","140","140","5","100","0","物理","true","true"
"3-419","とどめばり","6","50","100","25","100","0","物理","true","true"
"3-420","とびかかる","6","80","130","15","100","0","物理","true","true"
"3-421","とびはねる","2","85","130","5","85","0","物理","true","true"
"3-422","とびひざげり","1","130","95","10","90","0","物理","true","true"
"3-423","ともえなげ","1","60","80","10","90","-6","物理","true","true"
"3-424","トライアタック","0","80","130","10","100","0","特殊","false","true"
"3-425","トラップシェル","9","150","150","5","100","-3","特殊","false","true"
"3-426","トラバサミ","11","35","90","15","100","0","物理","true","true"
"3-427","トリック","13","-","-","10","100","0","変化","false","true"
"3-428","トリックガード","17","-","-","10","-","3","変化","false","false"
"3-429","トリックルーム","13","-","-","5","-","-7","変化","false","false"
"3-430","トリプルアクセル","14","20","140","10","90","0","物理","true","true"
