"pokemonId","typeId"
"1-n248","5"
"1-n248","16"
"1-n248m","5"
"1-n248m","16"
"1-n249","13"
"1-n249","2"
"1-n250","9"
"1-n250","2"
"1-n251","13"
"1-n251","11"
"1-n252","11"
"1-n253","11"
"1-n254","11"
"1-n254m","11"
"1-n254m","15"
"1-n255","9"
"1-n256","9"
"1-n256","1"
"1-n257","9"
"1-n257","1"
"1-n257m","9"
"1-n257m","1"
"1-n258","10"
"1-n259","10"
"1-n259","4"
"1-n260","10"
"1-n260","4"
"1-n260m","10"
"1-n260m","4"
"1-n261","16"
"1-n262","16"
"1-n263","0"
"1-n264","0"
"1-n265","6"
"1-n266","6"
"1-n267","6"
"1-n267","2"
"1-n268","6"
"1-n269","6"
"1-n269","3"
"1-n270","10"
"1-n270","11"
"1-n271","10"
"1-n271","11"
"1-n272","10"
"1-n272","11"
"1-n273","11"
"1-n274","11"
"1-n274","16"
"1-n275","11"
"1-n275","16"
"1-n276","0"
"1-n276","2"
"1-n277","0"
"1-n277","2"
"1-n278","10"
"1-n278","2"
"1-n279","10"
"1-n279","2"
"1-n280","13"
"1-n280","17"
"1-n281","13"
"1-n281","17"
"1-n282","13"
"1-n282","17"
"1-n282m","13"
"1-n282m","17"
"1-n283","6"
"1-n283","10"
"1-n284","6"
"1-n284","2"
"1-n285","11"
"1-n286","11"
"1-n286","1"
"1-n287","0"
"1-n288","0"
"1-n289","0"
"1-n290","6"
"1-n290","4"
"1-n291","6"
"1-n291","2"
"1-n292","6"
"1-n292","7"
"1-n293","0"
"1-n294","0"
"1-n295","0"
"1-n296","1"
"1-n297","1"
"1-n298","0"
"1-n298","17"
"1-n299","5"
"1-n300","0"
"1-n301","0"
"1-n302","16"
"1-n302","7"
"1-n302m","16"
"1-n302m","7"
"1-n303","8"
"1-n303","17"
"1-n303m","8"
"1-n303m","17"
"1-n304","8"
"1-n304","5"
"1-n305","8"
"1-n305","5"
"1-n306","8"
"1-n306","5"
"1-n306m","8"
"1-n307","1"
"1-n307","13"
"1-n308","1"
"1-n308","13"
"1-n308m","1"
"1-n308m","13"
"1-n309","12"
"1-n310","12"
"1-n310m","12"
"1-n311","12"
"1-n312","12"
"1-n313","6"
"1-n314","6"
"1-n315","11"
"1-n315","3"
"1-n316","3"
"1-n317","3"
"1-n318","10"
"1-n318","16"
"1-n319","10"
"1-n319","16"
"1-n319m","10"
"1-n319m","16"
"1-n320","10"
"1-n321","10"
"1-n322","9"
"1-n322","4"
"1-n323","9"
"1-n323","4"
"1-n323m","9"
"1-n323m","4"
"1-n324","9"
"1-n325","13"
"1-n326","13"
"1-n327","0"
"1-n328","4"
"1-n329","4"
"1-n329","15"
"1-n330","4"
"1-n330","15"
"1-n331","11"
"1-n332","11"
"1-n332","16"
"1-n333","0"
"1-n333","2"
"1-n334","15"
"1-n334","2"
"1-n334m","15"
"1-n334m","17"
"1-n335","0"
"1-n336","3"
"1-n337","5"
"1-n337","13"
"1-n338","5"
"1-n338","13"
"1-n339","10"
"1-n339","4"
"1-n340","10"
"1-n340","4"
"1-n341","10"
"1-n342","10"
"1-n342","16"
"1-n343","4"
"1-n343","13"
"1-n344","4"
"1-n344","13"
"1-n345","5"
"1-n345","11"
"1-n346","5"
"1-n346","11"
"1-n347","5"
"1-n347","6"
"1-n348","5"
"1-n348","6"
"1-n349","10"
"1-n350","10"
"1-n351","0"
"1-n352","0"
"1-n353","7"
"1-n354","7"
"1-n354m","7"
"1-n355","7"
"1-n356","7"
"1-n357","11"
"1-n357","2"
"1-n358","13"
"1-n359","16"
"1-n359m","16"
"1-n360","13"
"1-n361","14"
"1-n362","14"
"1-n362m","14"
"1-n363","14"
"1-n363","10"
"1-n364","14"
"1-n364","10"
"1-n365","14"
"1-n365","10"
"1-n366","10"
"1-n367","10"
"1-n368","10"
"1-n369","10"
"1-n369","5"
"1-n370","10"
"1-n371","15"
"1-n372","15"
"1-n373","15"
"1-n373","2"
"1-n373m","15"
"1-n373m","2"
"1-n374","8"
"1-n374","13"
"1-n375","8"
"1-n375","13"
"1-n376","8"
"1-n376","13"
"1-n376m","8"
"1-n376m","13"
"1-n377","5"
"1-n378","14"
"1-n379","8"
"1-n380","15"
"1-n380","13"
"1-n380m","15"
"1-n380m","13"
"1-n381","15"
"1-n381","13"
"1-n381m","15"
"1-n381m","13"
"1-n382","10"
"1-n382p","10"
"1-n383","4"
"1-n383p","4"
"1-n383p","9"
"1-n384","15"
"1-n384","2"
"1-n384m","15"
"1-n384m","2"
"1-n385","8"
"1-n385","13"
"1-n386","13"
"1-n386a","13"
"1-n386d","13"
"1-n386s","13"
"1-n387","11"
"1-n388","11"
"1-n389","11"
"1-n389","4"
"1-n390","9"
"1-n391","9"
"1-n391","1"
"1-n392","9"
"1-n392","1"
"1-n393","10"
"1-n394","10"
"1-n395","10"
"1-n395","8"
"1-n396","0"
"1-n396","2"
"1-n397","0"
"1-n397","2"
"1-n398","0"
"1-n398","2"
"1-n399","0"
"1-n400","0"
"1-n400","10"
"1-n401","6"
"1-n402","6"
"1-n403","12"
"1-n404","12"
"1-n405","12"
"1-n406","11"
"1-n406","3"
"1-n407","11"
"1-n407","3"
"1-n408","5"
"1-n409","5"
"1-n410","5"
"1-n410","8"
"1-n411","5"
"1-n411","8"
"1-n412","6"
"1-n413","6"
"1-n413","11"
"1-n413s","6"
"1-n413s","4"
"1-n413d","6"
"1-n413d","8"
"1-n414","6"
"1-n414","2"
"1-n415","6"
"1-n415","2"
"1-n416","6"
"1-n416","2"
"1-n417","12"
"1-n418","10"
"1-n419","10"
"1-n420","11"
"1-n421","11"
"1-n422","10"
"1-n423","10"
"1-n423","4"
"1-n424","0"
"1-n425","7"
"1-n425","2"
"1-n426","7"
"1-n426","2"
"1-n427","0"
"1-n428","0"
"1-n428m","0"
"1-n428m","1"
"1-n429","7"
"1-n430","16"
"1-n430","2"
"1-n431","0"
"1-n432","0"
"1-n433","13"
"1-n434","3"
"1-n434","16"
"1-n435","3"
"1-n435","16"
"1-n436","8"
"1-n436","13"
"1-n437","8"
"1-n437","13"
"1-n438","5"
"1-n439","13"
"1-n439","17"
"1-n440","0"
"1-n441","0"
"1-n441","2"
"1-n442","7"
"1-n442","16"
"1-n443","15"
"1-n443","4"
"1-n444","15"
"1-n444","4"
"1-n445","15"
"1-n445","4"
"1-n445m","15"
"1-n445m","4"
"1-n446","0"
"1-n447","1"
"1-n448","1"
"1-n448","8"
"1-n448m","1"
"1-n448m","8"
"1-n449","4"
"1-n450","4"
"1-n451","3"
"1-n451","6"
"1-n452","3"
"1-n452","16"
"1-n453","3"
"1-n453","1"
"1-n454","3"
"1-n454","1"
"1-n455","11"
"1-n456","10"
"1-n457","10"
"1-n458","10"
"1-n458","2"
"1-n459","11"
"1-n459","14"
"1-n460","11"
"1-n460","14"
"1-n460m","11"
"1-n460m","14"
"1-n461","16"
"1-n461","14"
"1-n462","12"
"1-n462","8"
"1-n463","0"
"1-n464","4"
"1-n464","5"
"1-n465","11"
"1-n466","12"
"1-n467","9"
"1-n468","17"
"1-n468","2"
"1-n469","6"
"1-n469","2"
"1-n470","11"
"1-n471","14"
"1-n472","4"
"1-n472","2"
"1-n473","14"
"1-n473","4"
"1-n474","0"
"1-n475","13"
"1-n475","1"
"1-n475m","13"
"1-n475m","1"
"1-n476","5"
"1-n476","8"
"1-n477","7"
"1-n478","14"
"1-n478","7"
"1-n479","12"
"1-n479","7"
"1-n479h","12"
"1-n479h","9"
"1-n479w","12"
"1-n479w","10"
"1-n479f","12"
"1-n479f","14"
"1-n479s","12"
"1-n479s","2"
"1-n479c","12"
"1-n479c","11"
"1-n480","13"
"1-n481","13"
"1-n482","13"
"1-n483","8"
"1-n483","15"
"1-n484","10"
"1-n484","15"
"1-n485","9"
"1-n485","8"
"1-n486","0"
"1-n487","7"
"1-n487","15"
"1-n487o","7"
"1-n487o","15"
"1-n488","13"
"1-n489","10"
"1-n490","10"
"1-n491","16"
"1-n492","11"
"1-n492s","11"
"1-n492s","2"
"1-n493","0"
"1-n494","13"
"1-n494","9"
"1-n495","11"
"1-n496","11"
"1-n497","11"
"1-n498","9"
"1-n499","9"
"1-n499","1"
"1-n500","9"
"1-n500","1"
"1-n501","10"
"1-n502","10"
"1-n503","10"
"1-n504","0"
"1-n505","0"
"1-n506","0"
"1-n507","0"
"1-n508","0"
"1-n509","16"
"1-n510","16"
"1-n511","11"
"1-n512","11"
"1-n513","9"
"1-n514","9"
"1-n515","10"
"1-n516","10"
"1-n517","13"
"1-n518","13"
"1-n519","0"
"1-n519","2"
"1-n520","0"
"1-n520","2"
"1-n521","0"
"1-n521","2"
"1-n522","12"
"1-n523","12"
"1-n524","5"
"1-n525","5"
"1-n526","5"
"1-n527","13"
"1-n527","2"
"1-n528","13"
"1-n528","2"
"1-n529","4"
"1-n530","4"
"1-n530","8"
"1-n531","0"
"1-n531m","0"
"1-n531m","17"
"1-n532","1"
"1-n533","1"
"1-n534","1"
"1-n535","10"
"1-n536","10"
"1-n536","4"
"1-n537","10"
"1-n537","4"
"1-n538","1"
"1-n539","1"
"1-n540","6"
"1-n540","11"
"1-n541","6"
"1-n541","11"
"1-n542","6"
"1-n542","11"
"1-n543","6"
"1-n543","3"
"1-n544","6"
"1-n544","3"
"1-n545","6"
"1-n545","3"
"1-n546","11"
"1-n546","17"
"1-n547","11"
"1-n547","17"
"1-n548","11"
"1-n549","11"
"1-n550","10"
"1-n550f","10"
"1-n551","4"
"1-n551","16"
"1-n552","4"
"1-n552","16"
"1-n553","4"
"1-n553","16"
"1-n554","9"
"1-n555","9"
"1-n555f","9"
"1-n555f","13"
"1-n556","11"
"1-n557","6"
"1-n557","5"
"1-n558","6"
"1-n558","5"
"1-n559","16"
"1-n559","1"
"1-n560","16"
"1-n560","1"
"1-n561","13"
"1-n561","2"
"1-n562","7"
"1-n563","7"
"1-n564","10"
"1-n564","5"
"1-n565","10"
"1-n565","5"
"1-n566","5"
"1-n566","2"
"1-n567","5"
"1-n567","2"
"1-n568","3"
"1-n569","3"
"1-n570","16"
"1-n571","16"
"1-n572","0"
"1-n573","0"
"1-n574","13"
"1-n575","13"
"1-n576","13"
"1-n577","13"
"1-n578","13"
"1-n579","13"
"1-n580","10"
"1-n580","2"
"1-n581","10"
"1-n581","2"
"1-n582","14"
"1-n583","14"
"1-n584","14"
"1-n585","0"
"1-n585","11"
"1-n586","0"
"1-n586","11"
"1-n587","12"
"1-n587","2"
"1-n588","6"
"1-n589","6"
"1-n589","8"
"1-n590","11"
"1-n590","3"
"1-n591","11"
"1-n591","3"
"1-n592","10"
"1-n592","7"
"1-n593","10"
"1-n593","7"
"1-n594","10"
"1-n595","6"
"1-n595","12"
"1-n596","6"
"1-n596","12"
"1-n597","11"
"1-n597","8"
"1-n598","11"
"1-n598","8"
"1-n599","8"
"1-n600","8"
"1-n601","8"
"1-n602","12"
"1-n603","12"
"1-n604","12"
"1-n605","13"
"1-n606","13"
"1-n607","7"
"1-n607","9"
"1-n608","7"
"1-n608","9"
"1-n609","7"
"1-n609","9"
"1-n610","15"
"1-n611","15"
"1-n612","15"
"1-n613","14"
"1-n614","14"
"1-n615","14"
"1-n616","6"
"1-n617","6"
"1-n618","4"
"1-n618","12"
"1-n619","1"
"1-n620","1"
"1-n621","15"
"1-n622","4"
"1-n622","7"
"1-n623","4"
"1-n623","7"
"1-n624","16"
"1-n624","8"
"1-n625","16"
"1-n625","8"
"1-n626","0"
"1-n627","0"
"1-n627","2"
"1-n628","0"
"1-n628","2"
"1-n629","16"
"1-n629","2"
"1-n630","16"
"1-n630","2"
"1-n631","9"
"1-n632","6"
"1-n632","8"
"1-n633","16"
"1-n633","15"
"1-n634","16"
"1-n634","15"
"1-n635","16"
"1-n635","15"
"1-n636","6"
"1-n636","9"
"1-n637","6"
"1-n637","9"
"1-n638","8"
"1-n638","1"
"1-n639","5"
"1-n639","1"
"1-n640","11"
"1-n640","1"
"1-n641","2"
"1-n641a","2"
"1-n642","12"
"1-n642","2"
"1-n642a","12"
"1-n642a","2"
"1-n643","15"
"1-n643","9"
"1-n644","15"
"1-n644","12"
"1-n645","4"
"1-n645","2"
"1-n645a","4"
"1-n645a","2"
"1-n646","15"
"1-n646","14"
"1-n646w","15"
"1-n646w","14"
"1-n646b","15"
"1-n646b","14"
"1-n647","10"
"1-n647","1"
"1-n647k","10"
"1-n647k","1"
"1-n648","0"
"1-n648","13"
"1-n648f","0"
"1-n648f","1"
"1-n649","6"
"1-n649","8"
"1-n650","11"
"1-n651","11"
"1-n652","11"
"1-n652","1"
"1-n653","9"
"1-n654","9"
"1-n655","9"
"1-n655","13"
"1-n656","10"
"1-n657","10"
"1-n658","10"
"1-n658","16"
"1-n658f","10"
"1-n658f","16"
"1-n659","0"
"1-n660","0"
"1-n660","4"
"1-n661","0"
"1-n661","2"
"1-n662","9"
"1-n662","2"
"1-n663","9"
"1-n663","2"
"1-n664","6"
"1-n665","6"
"1-n666","6"
"1-n666","2"
"1-n667","9"
"1-n667","0"
"1-n668","9"
"1-n668","0"
"1-n669","17"
"1-n670","17"
"1-n671","17"
"1-n672","11"
"1-n673","11"
"1-n674","1"
"1-n675","1"
"1-n675","16"
"1-n676","0"
"1-n677","13"
"1-n678","13"
"1-n678f","13"
"1-n679","8"
"1-n679","7"
"1-n680","8"
"1-n680","7"
"1-n681","8"
"1-n681","7"
"1-n681b","8"
"1-n681b","7"
"1-n682","17"
"1-n683","17"
"1-n684","17"
"1-n685","17"
"1-n686","16"
"1-n686","13"
"1-n687","16"
"1-n687","13"
"1-n688","5"
"1-n688","10"
"1-n689","5"
"1-n689","10"
"1-n690","3"
"1-n690","10"
"1-n691","3"
"1-n691","15"
"1-n692","10"
"1-n693","10"
"1-n694","12"
"1-n694","0"
"1-n695","12"
"1-n695","0"
"1-n696","5"
"1-n696","15"
"1-n697","5"
"1-n697","15"
"1-n698","5"
"1-n698","14"
"1-n699","5"
"1-n699","14"
"1-n700","17"
"1-n701","1"
"1-n701","2"
"1-n702","12"
"1-n702","17"
"1-n703","5"
"1-n703","17"
"1-n704","15"
"1-n705","15"
"1-n706","15"
"1-n707","8"
"1-n707","17"
"1-n708","7"
"1-n708","11"
"1-n709","7"
"1-n709","11"
"1-n710","7"
"1-n710","11"
"1-n710s","7"
"1-n710s","11"
"1-n710l","7"
"1-n710l","11"
"1-n710k","7"
"1-n710k","11"
"1-n711","7"
"1-n711","11"
"1-n711s","7"
"1-n711s","11"
"1-n711l","7"
"1-n711l","11"
"1-n711k","7"
"1-n711k","11"
"1-n712","14"
"1-n713","14"
"1-n714","2"
"1-n714","15"
"1-n715","2"
"1-n715","15"
"1-n716","17"
"1-n717","16"
"1-n717","2"
"1-n718","15"
"1-n718","4"
"1-n718t","15"
"1-n718t","4"
"1-n718c","15"
"1-n718c","4"
"1-n719","5"
"1-n719","17"
"1-n719m","5"
"1-n719m","17"
"1-n720","13"
"1-n720","7"
"1-n720u","13"
"1-n720u","16"
"1-n721","9"
"1-n721","10"
"1-n722","11"
"1-n722","2"
"1-n723","11"
"1-n723","2"
"1-n724","11"
"1-n724","7"
"1-n725","9"
"1-n726","9"
"1-n727","9"
"1-n727","16"
"1-n728","10"
"1-n729","10"
"1-n730","10"
"1-n730","17"
"1-n731","0"
"1-n731","2"
"1-n732","0"
"1-n732","2"
"1-n733","0"
"1-n733","2"
"1-n734","0"
"1-n735","0"
"1-n736","6"
"1-n737","6"
"1-n737","12"
"1-n738","6"
"1-n738","12"
"1-n739","1"
"1-n740","1"
"1-n740","14"
"1-n741","9"
"1-n741","2"
"1-n741p","12"
"1-n741p","2"
"1-n741f","13"
"1-n741f","2"
"1-n741m","7"
"1-n741m","2"
"1-n742","6"
"1-n742","17"
"1-n743","6"
"1-n743","17"
"1-n744","5"
"1-n745","5"
"1-n745f","5"
"1-n745d","5"
"1-n746","10"
"1-n746f","10"
"1-n747","3"
"1-n747","10"
"1-n748","3"
"1-n748","10"
"1-n749","4"
"1-n750","4"
"1-n751","10"
"1-n751","6"
"1-n752","10"
"1-n752","6"
"1-n753","11"
"1-n754","11"
"1-n755","11"
"1-n755","17"
"1-n756","11"
"1-n756","17"
"1-n757","3"
"1-n757","9"
"1-n758","3"
"1-n758","9"
"1-n759","0"
"1-n759","1"
"1-n760","0"
"1-n760","1"
"1-n761","11"
"1-n762","11"
"1-n763","11"
"1-n764","17"
"1-n765","0"
"1-n765","13"
"1-n766","1"
"1-n767","6"
"1-n767","10"
"1-n768","6"
"1-n768","10"
"1-n769","7"
"1-n769","4"
"1-n770","7"
"1-n770","4"
"1-n771","10"
"1-n772","0"
"1-n773","0"
"1-n773a","1"
"1-n773b","2"
"1-n773c","3"
"1-n773d","4"
"1-n773e","5"
"1-n773f","6"
"1-n773g","7"
"1-n773h","8"
"1-n773i","9"
"1-n773j","10"
"1-n773k","11"
"1-n773l","12"
"1-n773m","13"
"1-n773n","14"
"1-n773o","15"
"1-n773p","16"
"1-n773q","17"
"1-n774","5"
"1-n774","2"
"1-n774f","5"
"1-n774f","2"
"1-n775","0"
"1-n776","9"
"1-n776","15"
"1-n777","12"
"1-n777","8"
"1-n778","7"
"1-n778","17"
"1-n779","10"
"1-n779","13"
"1-n780","0"
"1-n780","15"
"1-n781","7"
"1-n781","11"
"1-n782","15"
"1-n783","15"
"1-n783","1"
"1-n784","15"
"1-n784","1"
"1-n785","12"
"1-n785","17"
"1-n786","13"
"1-n786","17"
"1-n787","11"
"1-n787","17"
"1-n788","10"
"1-n788","17"
"1-n789","13"
"1-n790","13"
"1-n791","13"
"1-n791","8"
"1-n792","13"
"1-n792","7"
"1-n793","5"
"1-n793","3"
"1-n794","6"
"1-n794","1"
"1-n795","6"
"1-n795","1"
"1-n796","12"
"1-n797","8"
"1-n797","2"
"1-n798","11"
"1-n798","8"
"1-n799","16"
"1-n799","15"
"1-n800","13"
"1-n800s","13"
"1-n800s","8"
"1-n800m","13"
"1-n800m","7"
"1-n800u","13"
"1-n800u","15"
"1-n801","8"
"1-n801","17"
"1-n802","1"
"1-n802","7"
"1-n803","3"
"1-n804","3"
"1-n804","15"
"1-n805","5"
"1-n805","8"
"1-n806","9"
"1-n806","7"
"1-n807","12"
