"pokemonId","localLanguageId","name","formName"
"1-n56-2","2","Mankey",""
"1-n57-1","1","オコリザル",""
"1-n57-2","2","Primeape",""
"1-n58-1","1","ガーディ",""
"1-n58-2","2","Growlithe",""
"1-n59-1","1","ウインディ",""
"1-n59-2","2","Arcanine",""
"1-n60-1","1","ニョロモ",""
"1-n60-2","2","Poliwag",""
"1-n61-1","1","ニョロゾ",""
"1-n61-2","2","Poliwhirl",""
"1-n62-1","1","ニョロボン",""
"1-n62-2","2","Poliwrath",""
"1-n63-1","1","ケーシィ",""
"1-n63-2","2","Abra",""
"1-n64-1","1","ユンゲラー",""
"1-n64-2","2","Kadabra",""
"1-n65-1","1","フーディン",""
"1-n65-2","2","Alakazam",""
"1-n65m-1","1","メガフーディン","メガフーディン"
"1-n65m-2","2","Alakazam","メガフーディン"
"1-n66-1","1","ワンリキー",""
"1-n66-2","2","Machop",""
"1-n67-1","1","ゴーリキー",""
"1-n67-2","2","Machoke",""
"1-n68-1","1","カイリキー",""
"1-n68-2","2","Machamp",""
"1-n69-1","1","マダツボミ",""
"1-n69-2","2","Bellsprout",""
"1-n70-1","1","ウツドン",""
"1-n70-2","2","Weepinbell",""
"1-n71-1","1","ウツボット",""
"1-n71-2","2","Victreebel",""
"1-n72-1","1","メノクラゲ",""
"1-n72-2","2","Tentacool",""
"1-n73-1","1","ドククラゲ",""
"1-n73-2","2","Tentacruel",""
"1-n74-1","1","イシツブテ",""
"1-n74-2","2","Geodude",""
"1-n74a-1","1","イシツブテ","アローラのすがた"
"1-n74a-2","2","Geodude","アローラのすがた"
"1-n75-1","1","ゴローン",""
"1-n75-2","2","Graveler",""
"1-n75a-1","1","ゴローン","アローラのすがた"
"1-n75a-2","2","Graveler","アローラのすがた"
"1-n76-1","1","ゴローニャ",""
"1-n76-2","2","Golem",""
"1-n76a-1","1","ゴローニャ","アローラのすがた"
"1-n76a-2","2","Golem","アローラのすがた"
"1-n77-1","1","ポニータ",""
"1-n77-2","2","Ponyta",""
"1-n78-1","1","ギャロップ",""
"1-n78-2","2","Rapidash",""
"1-n79-1","1","ヤドン",""
"1-n79-2","2","Slowpoke",""
"1-n80-1","1","ヤドラン",""
"1-n80-2","2","Slowbro",""
"1-n80m-1","1","メガヤドラン","メガヤドラン"
"1-n80m-2","2","Slowbro","メガヤドラン"
"1-n81-1","1","コイル",""
"1-n81-2","2","Magnemite",""
"1-n82-1","1","レアコイル",""
"1-n82-2","2","Magneton",""
"1-n83-1","1","カモネギ",""
"1-n83-2","2","Farfetch'd",""
"1-n84-1","1","ドードー",""
"1-n84-2","2","Doduo",""
"1-n85-1","1","ドードリオ",""
"1-n85-2","2","Dodrio",""
"1-n86-1","1","パウワウ",""
"1-n86-2","2","Seel",""
"1-n87-1","1","ジュゴン",""
"1-n87-2","2","Dewgong",""
"1-n88-1","1","ベトベター",""
"1-n88-2","2","Grimer",""
"1-n88a-1","1","ベトベター","アローラのすがた"
"1-n88a-2","2","Grimer","アローラのすがた"
"1-n89-1","1","ベトベトン",""
"1-n89-2","2","Muk",""
"1-n89a-1","1","ベトベトン","アローラのすがた"
"1-n89a-2","2","Muk","アローラのすがた"
"1-n90-1","1","シェルダー",""
"1-n90-2","2","Shellder",""
"1-n91-1","1","パルシェン",""
"1-n91-2","2","Cloyster",""
"1-n92-1","1","ゴース",""
"1-n92-2","2","Gastly",""
"1-n93-1","1","ゴースト",""
"1-n93-2","2","Haunter",""
"1-n94-1","1","ゲンガー",""
"1-n94-2","2","Gengar",""
"1-n94m-1","1","メガゲンガー","メガゲンガー"
"1-n94m-2","2","Gengar","メガゲンガー"
"1-n95-1","1","イワーク",""
"1-n95-2","2","Onix",""
"1-n96-1","1","スリープ",""
"1-n96-2","2","Drowzee",""
"1-n97-1","1","スリーパー",""
"1-n97-2","2","Hypno",""
"1-n98-1","1","クラブ",""
"1-n98-2","2","Krabby",""
"1-n99-1","1","キングラー",""
"1-n99-2","2","Kingler",""
"1-n100-1","1","ビリリダマ",""
"1-n100-2","2","Voltorb",""
"1-n101-1","1","マルマイン",""
"1-n101-2","2","Electrode",""
"1-n102-1","1","タマタマ",""
"1-n102-2","2","Exeggcute",""
"1-n103-1","1","ナッシー",""
"1-n103-2","2","Exeggutor",""
"1-n103a-1","1","ナッシー","アローラのすがた"
"1-n103a-2","2","Exeggutor","アローラのすがた"
"1-n104-1","1","カラカラ",""
"1-n104-2","2","Cubone",""
"1-n105-1","1","ガラガラ",""
"1-n105-2","2","Marowak",""
"1-n105a-1","1","ガラガラ","アローラのすがた"
"1-n105a-2","2","Marowak","アローラのすがた"
"1-n106-1","1","サワムラー",""
"1-n106-2","2","Hitmonlee",""
"1-n107-1","1","エビワラー",""
"1-n107-2","2","Hitmonchan",""
"1-n108-1","1","ベロリンガ",""
"1-n108-2","2","Lickitung",""
"1-n109-1","1","ドガース",""
"1-n109-2","2","Koffing",""
"1-n110-1","1","マタドガス",""
"1-n110-2","2","Weezing",""
"1-n111-1","1","サイホーン",""
"1-n111-2","2","Rhyhorn",""
"1-n112-1","1","サイドン",""
"1-n112-2","2","Rhydon",""
"1-n113-1","1","ラッキー",""
"1-n113-2","2","Chansey",""
"1-n114-1","1","モンジャラ",""
"1-n114-2","2","Tangela",""
"1-n115-1","1","ガルーラ",""
"1-n115-2","2","Kangaskhan",""
"1-n115m-1","1","メガガルーラ","メガガルーラ"
"1-n115m-2","2","Kangaskhan","メガガルーラ"
"1-n116-1","1","タッツー",""
"1-n116-2","2","Horsea",""
"1-n117-1","1","シードラ",""
"1-n117-2","2","Seadra",""
"1-n118-1","1","トサキント",""
"1-n118-2","2","Goldeen",""
"1-n119-1","1","アズマオウ",""
"1-n119-2","2","Seaking",""
"1-n120-1","1","ヒトデマン",""
"1-n120-2","2","Staryu",""
"1-n121-1","1","スターミー",""
"1-n121-2","2","Starmie",""
"1-n122-1","1","バリヤード",""
"1-n122-2","2","Mr. Mime",""
"1-n123-1","1","ストライク",""
"1-n123-2","2","Scyther",""
"1-n124-1","1","ルージュラ",""
"1-n124-2","2","Jynx",""
"1-n125-1","1","エレブー",""
"1-n125-2","2","Electabuzz",""
"1-n126-1","1","ブーバー",""
"1-n126-2","2","Magmar",""
"1-n127-1","1","カイロス",""
"1-n127-2","2","Pinsir",""
"1-n127m-1","1","メガカイロス","メガカイロス"
"1-n127m-2","2","Pinsir","メガカイロス"
"1-n128-1","1","ケンタロス",""
"1-n128-2","2","Tauros",""
"1-n129-1","1","コイキング",""
"1-n129-2","2","Magikarp",""
"1-n130-1","1","ギャラドス",""
"1-n130-2","2","Gyarados",""
"1-n130m-1","1","メガギャラドス","メガギャラドス"
"1-n130m-2","2","Gyarados","メガギャラドス"
"1-n131-1","1","ラプラス",""
"1-n131-2","2","Lapras",""
"1-n132-1","1","メタモン",""
"1-n132-2","2","Ditto",""
"1-n133-1","1","イーブイ",""
"1-n133-2","2","Eevee",""
"1-n134-1","1","シャワーズ",""
"1-n134-2","2","Vaporeon",""
"1-n135-1","1","サンダース",""
"1-n135-2","2","Jolteon",""
"1-n136-1","1","ブースター",""
"1-n136-2","2","Flareon",""
"1-n137-1","1","ポリゴン",""
"1-n137-2","2","Porygon",""
"1-n138-1","1","オムナイト",""
"1-n138-2","2","Omanyte",""
"1-n139-1","1","オムスター",""
"1-n139-2","2","Omastar",""
"1-n140-1","1","カブト",""
"1-n140-2","2","Kabuto",""
"1-n141-1","1","カブトプス",""
"1-n141-2","2","Kabutops",""
"1-n142-1","1","プテラ",""
"1-n142-2","2","Aerodactyl",""
"1-n142m-1","1","メガプテラ","メガプテラ"
"1-n142m-2","2","Aerodactyl","メガプテラ"
"1-n143-1","1","カビゴン",""
"1-n143-2","2","Snorlax",""
"1-n144-1","1","フリーザー",""
"1-n144-2","2","Articuno",""
"1-n145-1","1","サンダー",""
"1-n145-2","2","Zapdos",""
"1-n146-1","1","ファイヤー",""
"1-n146-2","2","Moltres",""
"1-n147-1","1","ミニリュウ",""
"1-n147-2","2","Dratini",""
"1-n148-1","1","ハクリュー",""
"1-n148-2","2","Dragonair",""
"1-n149-1","1","カイリュー",""
"1-n149-2","2","Dragonite",""
"1-n150-1","1","ミュウツー",""
"1-n150-2","2","Mewtwo",""
"1-n150x-1","1","メガミュウツーX","メガミュウツーX"
"1-n150x-2","2","Mewtwo","メガミュウツーX"
"1-n150y-1","1","メガミュウツーY","メガミュウツーY"
"1-n150y-2","2","Mewtwo","メガミュウツーY"
"1-n151-1","1","ミュウ",""
"1-n151-2","2","Mew",""
"1-n152-1","1","チコリータ",""
"1-n152-2","2","Chikorita",""
"1-n153-1","1","ベイリーフ",""
"1-n153-2","2","Bayleef",""
"1-n154-1","1","メガニウム",""
"1-n154-2","2","Meganium",""
"1-n155-1","1","ヒノアラシ",""
"1-n155-2","2","Cyndaquil",""
"1-n156-1","1","マグマラシ",""
"1-n156-2","2","Quilava",""
"1-n157-1","1","バクフーン",""
"1-n157-2","2","Typhlosion",""
"1-n158-1","1","ワニノコ",""
"1-n158-2","2","Totodile",""
"1-n159-1","1","アリゲイツ",""
"1-n159-2","2","Croconaw",""
"1-n160-1","1","オーダイル",""
"1-n160-2","2","Feraligatr",""
"1-n161-1","1","オタチ",""
"1-n161-2","2","Sentret",""
"1-n162-1","1","オオタチ",""
"1-n162-2","2","Furret",""
"1-n163-1","1","ホーホー",""
"1-n163-2","2","Hoothoot",""
"1-n164-1","1","ヨルノズク",""
"1-n164-2","2","Noctowl",""
"1-n165-1","1","レディバ",""
"1-n165-2","2","Ledyba",""
"1-n166-1","1","レディアン",""
"1-n166-2","2","Ledian",""
"1-n167-1","1","イトマル",""
"1-n167-2","2","Spinarak",""
"1-n168-1","1","アリアドス",""
"1-n168-2","2","Ariados",""
"1-n169-1","1","クロバット",""
"1-n169-2","2","Crobat",""
"1-n170-1","1","チョンチー",""
"1-n170-2","2","Chinchou",""
"1-n171-1","1","ランターン",""
"1-n171-2","2","Lanturn",""
"1-n172-1","1","ピチュー",""
"1-n172-2","2","Pichu",""
"1-n173-1","1","ピィ",""
"1-n173-2","2","Cleffa",""
"1-n174-1","1","ププリン",""
"1-n174-2","2","Igglybuff",""
"1-n175-1","1","トゲピー",""
"1-n175-2","2","Togepi",""
"1-n176-1","1","トゲチック",""
"1-n176-2","2","Togetic",""
"1-n177-1","1","ネイティ",""
"1-n177-2","2","Natu",""
"1-n178-1","1","ネイティオ",""
"1-n178-2","2","Xatu",""
"1-n179-1","1","メリープ",""
"1-n179-2","2","Mareep",""
"1-n180-1","1","モココ",""
"1-n180-2","2","Flaaffy",""
"1-n181-1","1","デンリュウ",""
"1-n181-2","2","Ampharos",""
"1-n181m-1","1","メガデンリュウ","メガデンリュウ"
"1-n181m-2","2","Ampharos","メガデンリュウ"
"1-n182-1","1","キレイハナ",""
"1-n182-2","2","Bellossom",""
"1-n183-1","1","マリル",""
"1-n183-2","2","Marill",""
"1-n184-1","1","マリルリ",""
"1-n184-2","2","Azumarill",""
"1-n185-1","1","ウソッキー",""
"1-n185-2","2","Sudowoodo",""
"1-n186-1","1","ニョロトノ",""
"1-n186-2","2","Politoed",""
"1-n187-1","1","ハネッコ",""
"1-n187-2","2","Hoppip",""
"1-n188-1","1","ポポッコ",""
"1-n188-2","2","Skiploom",""
"1-n189-1","1","ワタッコ",""
"1-n189-2","2","Jumpluff",""
"1-n190-1","1","エイパム",""
"1-n190-2","2","Aipom",""
"1-n191-1","1","ヒマナッツ",""
"1-n191-2","2","Sunkern",""
"1-n192-1","1","キマワリ",""
"1-n192-2","2","Sunflora",""
"1-n193-1","1","ヤンヤンマ",""
"1-n193-2","2","Yanma",""
"1-n194-1","1","ウパー",""
"1-n194-2","2","Wooper",""
"1-n195-1","1","ヌオー",""
"1-n195-2","2","Quagsire",""
"1-n196-1","1","エーフィ",""
"1-n196-2","2","Espeon",""
"1-n197-1","1","ブラッキー",""
"1-n197-2","2","Umbreon",""
"1-n198-1","1","ヤミカラス",""
"1-n198-2","2","Murkrow",""
"1-n199-1","1","ヤドキング",""
"1-n199-2","2","Slowking",""
"1-n200-1","1","ムウマ",""
"1-n200-2","2","Misdreavus",""
"1-n201-1","1","アンノーン",""
"1-n201-2","2","Unown",""
"1-n202-1","1","ソーナンス",""
"1-n202-2","2","Wobbuffet",""
"1-n203-1","1","キリンリキ",""
"1-n203-2","2","Girafarig",""
"1-n204-1","1","クヌギダマ",""
"1-n204-2","2","Pineco",""
"1-n205-1","1","フォレトス",""
"1-n205-2","2","Forretress",""
"1-n206-1","1","ノコッチ",""
"1-n206-2","2","Dunsparce",""
"1-n207-1","1","グライガー",""
"1-n207-2","2","Gligar",""
"1-n208-1","1","ハガネール",""
"1-n208-2","2","Steelix",""
"1-n208m-1","1","メガハガネール","メガハガネール"
"1-n208m-2","2","Steelix","メガハガネール"
"1-n209-1","1","ブルー",""
"1-n209-2","2","Snubbull",""
"1-n210-1","1","グランブル",""
"1-n210-2","2","Granbull",""
"1-n211-1","1","ハリーセン",""
"1-n211-2","2","Qwilfish",""
"1-n212-1","1","ハッサム",""
"1-n212-2","2","Scizor",""
"1-n212m-1","1","メガハッサム","メガハッサム"
"1-n212m-2","2","Scizor","メガハッサム"
"1-n213-1","1","ツボツボ",""
"1-n213-2","2","Shuckle",""
"1-n214-1","1","ヘラクロス",""
"1-n214-2","2","Heracross",""
"1-n214m-1","1","メガヘラクロス","メガヘラクロス"
"1-n214m-2","2","Heracross","メガヘラクロス"
"1-n215-1","1","ニューラ",""
"1-n215-2","2","Sneasel",""
"1-n216-1","1","ヒメグマ",""
"1-n216-2","2","Teddiursa",""
"1-n217-1","1","リングマ",""
"1-n217-2","2","Ursaring",""
"1-n218-1","1","マグマッグ",""
"1-n218-2","2","Slugma",""
"1-n219-1","1","マグカルゴ",""
"1-n219-2","2","Magcargo",""
"1-n220-1","1","ウリムー",""
"1-n220-2","2","Swinub",""
"1-n221-1","1","イノムー",""
"1-n221-2","2","Piloswine",""
"1-n222-1","1","サニーゴ",""
"1-n222-2","2","Corsola",""
"1-n223-1","1","テッポウオ",""
"1-n223-2","2","Remoraid",""
"1-n224-1","1","オクタン",""
"1-n224-2","2","Octillery",""
"1-n225-1","1","デリバード",""
"1-n225-2","2","Delibird",""
"1-n226-1","1","マンタイン",""
"1-n226-2","2","Mantine",""
"1-n227-1","1","エアームド",""
"1-n227-2","2","Skarmory",""
"1-n228-1","1","デルビル",""
"1-n228-2","2","Houndour",""
"1-n229-1","1","ヘルガー",""
"1-n229-2","2","Houndoom",""
"1-n229m-1","1","メガヘルガー","メガヘルガー"
"1-n229m-2","2","Houndoom","メガヘルガー"
"1-n230-1","1","キングドラ",""
"1-n230-2","2","Kingdra",""
"1-n231-1","1","ゴマゾウ",""
"1-n231-2","2","Phanpy",""
"1-n232-1","1","ドンファン",""
"1-n232-2","2","Donphan",""
"1-n233-1","1","ポリゴン2",""
"1-n233-2","2","Porygon2",""
"1-n234-1","1","オドシシ",""
"1-n234-2","2","Stantler",""
"1-n235-1","1","ドーブル",""
"1-n235-2","2","Smeargle",""
"1-n236-1","1","バルキー",""
"1-n236-2","2","Tyrogue",""
"1-n237-1","1","カポエラー",""
"1-n237-2","2","Hitmontop",""
"1-n238-1","1","ムチュール",""
"1-n238-2","2","Smoochum",""
"1-n239-1","1","エレキッド",""
"1-n239-2","2","Elekid",""
"1-n240-1","1","ブビィ",""
"1-n240-2","2","Magby",""
"1-n241-1","1","ミルタンク",""
"1-n241-2","2","Miltank",""
"1-n242-1","1","ハピナス",""
"1-n242-2","2","Blissey",""
"1-n243-1","1","ライコウ",""
"1-n243-2","2","Raikou",""
"1-n244-1","1","エンテイ",""
"1-n244-2","2","Entei",""
"1-n245-1","1","スイクン",""
"1-n245-2","2","Suicune",""
"1-n246-1","1","ヨーギラス",""
"1-n246-2","2","Larvitar",""
"1-n247-1","1","サナギラス",""
"1-n247-2","2","Pupitar",""
"1-n248-1","1","バンギラス",""
"1-n248-2","2","Tyranitar",""
"1-n248m-1","1","メガバンギラス","メガバンギラス"
"1-n248m-2","2","Tyranitar","メガバンギラス"
"1-n249-1","1","ルギア",""
"1-n249-2","2","Lugia",""
"1-n250-1","1","ホウオウ",""
"1-n250-2","2","Ho-Oh",""
"1-n251-1","1","セレビィ",""
"1-n251-2","2","Celebi",""
"1-n252-1","1","キモリ",""
"1-n252-2","2","Treecko",""
"1-n253-1","1","ジュプトル",""
"1-n253-2","2","Grovyle",""
"1-n254-1","1","ジュカイン",""
"1-n254-2","2","Sceptile",""
"1-n254m-1","1","メガジュカイン","メガジュカイン"
"1-n254m-2","2","Sceptile","メガジュカイン"
"1-n255-1","1","アチャモ",""
"1-n255-2","2","Torchic",""
"1-n256-1","1","ワカシャモ",""
"1-n256-2","2","Combusken",""
"1-n257-1","1","バシャーモ",""
"1-n257-2","2","Blaziken",""
"1-n257m-1","1","メガバシャーモ","メガバシャーモ"
"1-n257m-2","2","Blaziken","メガバシャーモ"
"1-n258-1","1","ミズゴロウ",""
"1-n258-2","2","Mudkip",""
"1-n259-1","1","ヌマクロー",""
"1-n259-2","2","Marshtomp",""
"1-n260-1","1","ラグラージ",""
"1-n260-2","2","Swampert",""
"1-n260m-1","1","メガラグラージ","メガラグラージ"
"1-n260m-2","2","Swampert","メガラグラージ"
"1-n261-1","1","ポチエナ",""
"1-n261-2","2","Poochyena",""
"1-n262-1","1","グラエナ",""
"1-n262-2","2","Mightyena",""
"1-n263-1","1","ジグザグマ",""
"1-n263-2","2","Zigzagoon",""
"1-n264-1","1","マッスグマ",""
"1-n264-2","2","Linoone",""
"1-n265-1","1","ケムッソ",""
"1-n265-2","2","Wurmple",""
"1-n266-1","1","カラサリス",""
"1-n266-2","2","Silcoon",""
"1-n267-1","1","アゲハント",""
"1-n267-2","2","Beautifly",""
"1-n268-1","1","マユルド",""
"1-n268-2","2","Cascoon",""
"1-n269-1","1","ドクケイル",""
"1-n269-2","2","Dustox",""
"1-n270-1","1","ハスボー",""
"1-n270-2","2","Lotad",""
"1-n271-1","1","ハスブレロ",""
"1-n271-2","2","Lombre",""
"1-n272-1","1","ルンパッパ",""
"1-n272-2","2","Ludicolo",""
"1-n273-1","1","タネボー",""
"1-n273-2","2","Seedot",""
"1-n274-1","1","コノハナ",""
"1-n274-2","2","Nuzleaf",""
"1-n275-1","1","ダーテング",""
"1-n275-2","2","Shiftry",""
"1-n276-1","1","スバメ",""
"1-n276-2","2","Taillow",""
"1-n277-1","1","オオスバメ",""
"1-n277-2","2","Swellow",""
"1-n278-1","1","キャモメ",""
"1-n278-2","2","Wingull",""
"1-n279-1","1","ペリッパー",""
"1-n279-2","2","Pelipper",""
"1-n280-1","1","ラルトス",""
"1-n280-2","2","Ralts",""
"1-n281-1","1","キルリア",""
"1-n281-2","2","Kirlia",""
"1-n282-1","1","サーナイト",""
"1-n282-2","2","Gardevoir",""
"1-n282m-1","1","メガサーナイト","メガサーナイト"
"1-n282m-2","2","Gardevoir","メガサーナイト"
"1-n283-1","1","アメタマ",""
"1-n283-2","2","Surskit",""
"1-n284-1","1","アメモース",""
"1-n284-2","2","Masquerain",""
"1-n285-1","1","キノココ",""
"1-n285-2","2","Shroomish",""
"1-n286-1","1","キノガッサ",""
"1-n286-2","2","Breloom",""
"1-n287-1","1","ナマケロ",""
"1-n287-2","2","Slakoth",""
"1-n288-1","1","ヤルキモノ",""
"1-n288-2","2","Vigoroth",""
"1-n289-1","1","ケッキング",""
"1-n289-2","2","Slaking",""
"1-n290-1","1","ツチニン",""
"1-n290-2","2","Nincada",""
"1-n291-1","1","テッカニン",""
"1-n291-2","2","Ninjask",""
"1-n292-1","1","ヌケニン",""
"1-n292-2","2","Shedinja",""
"1-n293-1","1","ゴニョニョ",""
"1-n293-2","2","Whismur",""
"1-n294-1","1","ドゴーム",""
"1-n294-2","2","Loudred",""
"1-n295-1","1","バクオング",""
"1-n295-2","2","Exploud",""
"1-n296-1","1","マクノシタ",""
"1-n296-2","2","Makuhita",""
"1-n297-1","1","ハリテヤマ",""
"1-n297-2","2","Hariyama",""
"1-n298-1","1","ルリリ",""
"1-n298-2","2","Azurill",""
"1-n299-1","1","ノズパス",""
"1-n299-2","2","Nosepass",""
"1-n300-1","1","エネコ",""
"1-n300-2","2","Skitty",""
"1-n301-1","1","エネコロロ",""
"1-n301-2","2","Delcatty",""
"1-n302-1","1","ヤミラミ",""
"1-n302-2","2","Sableye",""
"1-n302m-1","1","メガヤミラミ","メガヤミラミ"
"1-n302m-2","2","Sableye","メガヤミラミ"
"1-n303-1","1","クチート",""
"1-n303-2","2","Mawile",""
"1-n303m-1","1","メガクチート","メガクチート"
"1-n303m-2","2","Mawile","メガクチート"
"1-n304-1","1","ココドラ",""
"1-n304-2","2","Aron",""
"1-n305-1","1","コドラ",""
"1-n305-2","2","Lairon",""
"1-n306-1","1","ボスゴドラ",""
"1-n306-2","2","Aggron",""
"1-n306m-1","1","メガボスゴドラ","メガボスゴドラ"
"1-n306m-2","2","Aggron","メガボスゴドラ"
"1-n307-1","1","アサナン",""
"1-n307-2","2","Meditite",""
"1-n308-1","1","チャーレム",""
"1-n308-2","2","Medicham",""
"1-n308m-1","1","メガチャーレム","メガチャーレム"
"1-n308m-2","2","Medicham","メガチャーレム"
"1-n309-1","1","ラクライ",""
"1-n309-2","2","Electrike",""
"1-n310-1","1","ライボルト",""
"1-n310-2","2","Manectric",""
"1-n310m-1","1","メガライボルト","メガライボルト"
"1-n310m-2","2","Manectric","メガライボルト"
"1-n311-1","1","プラスル",""
"1-n311-2","2","Plusle",""
"1-n312-1","1","マイナン",""
"1-n312-2","2","Minun",""
"1-n313-1","1","バルビート",""
"1-n313-2","2","Volbeat",""
"1-n314-1","1","イルミーゼ",""
"1-n314-2","2","Illumise",""
"1-n315-1","1","ロゼリア",""
"1-n315-2","2","Roselia",""
"1-n316-1","1","ゴクリン",""
"1-n316-2","2","Gulpin",""
"1-n317-1","1","マルノーム",""
"1-n317-2","2","Swalot",""
"1-n318-1","1","キバニア",""
