"pokemonId","evolutionChainId","order"
"2-n71","2-n69","1"
"2-n71","2-n70","2"
"2-n71","2-n71","3"
"2-n72","2-n72","1"
"2-n72","2-n73","2"
"2-n73","2-n72","1"
"2-n73","2-n73","2"
"2-n74","2-n74","1"
"2-n74","2-n75","2"
"2-n74","2-n76","3"
"2-n74a","2-n74a","1"
"2-n74a","2-n75a","2"
"2-n74a","2-n76a","3"
"2-n75","2-n74","1"
"2-n75","2-n75","2"
"2-n75","2-n76","3"
"2-n75a","2-n74a","1"
"2-n75a","2-n75a","2"
"2-n75a","2-n76a","3"
"2-n76","2-n74","1"
"2-n76","2-n75","2"
"2-n76","2-n76","3"
"2-n76a","2-n74a","1"
"2-n76a","2-n75a","2"
"2-n76a","2-n76a","3"
"2-n77","2-n77","1"
"2-n77","2-n78","2"
"2-n78","2-n77","1"
"2-n78","2-n78","2"
"2-n79","2-n79","1"
"2-n79","2-n80","2"
"2-n80","2-n79","1"
"2-n80","2-n80","2"
"2-n80m","2-n79","1"
"2-n80m","2-n80","2"
"2-n81","2-n81","1"
"2-n81","2-n82","2"
"2-n82","2-n81","1"
"2-n82","2-n82","2"
"2-n83","2-n83","1"
"2-n84","2-n84","1"
"2-n84","2-n85","2"
"2-n85","2-n84","1"
"2-n85","2-n85","2"
"2-n86","2-n86","1"
"2-n86","2-n87","2"
"2-n87","2-n86","1"
"2-n87","2-n87","2"
"2-n88","2-n88","1"
"2-n88","2-n89","2"
"2-n88a","2-n88a","1"
"2-n88a","2-n89a","2"
"2-n89","2-n88","1"
"2-n89","2-n89","2"
"2-n89a","2-n88a","1"
"2-n89a","2-n89a","2"
"2-n90","2-n90","1"
"2-n90","2-n91","2"
"2-n91","2-n90","1"
"2-n91","2-n91","2"
"2-n92","2-n92","1"
"2-n92","2-n93","2"
"2-n92","2-n94","3"
"2-n93","2-n92","1"
"2-n93","2-n93","2"
"2-n93","2-n94","3"
"2-n94","2-n92","1"
"2-n94","2-n93","2"
"2-n94","2-n94","3"
"2-n94m","2-n92","1"
"2-n94m","2-n93","2"
"2-n94m","2-n94","3"
"2-n95","2-n95","1"
"2-n96","2-n96","1"
"2-n96","2-n97","2"
"2-n97","2-n96","1"
"2-n97","2-n97","2"
"2-n98","2-n98","1"
"2-n98","2-n99","2"
"2-n99","2-n98","1"
"2-n99","2-n99","2"
"2-n100","2-n100","1"
"2-n100","2-n101","2"
"2-n101","2-n100","1"
"2-n101","2-n101","2"
"2-n102","2-n102","1"
"2-n102","2-n103","2"
"2-n103","2-n102","1"
"2-n103","2-n103","2"
"2-n103a","2-n102","1"
"2-n103a","2-n103","2"
"2-n104","2-n104","1"
"2-n104","2-n105","2"
"2-n105","2-n104","1"
"2-n105","2-n105","2"
"2-n105a","2-n104","1"
"2-n105a","2-n105","2"
"2-n106","2-n236","1"
"2-n106","2-n106","2"
"2-n106","2-n107","3"
"2-n106","2-n237","4"
"2-n107","2-n236","1"
"2-n107","2-n106","2"
"2-n107","2-n107","3"
"2-n107","2-n237","4"
"2-n108","2-n108","1"
"2-n109","2-n109","1"
"2-n109","2-n110","2"
"2-n110","2-n109","1"
"2-n110","2-n110","2"
"2-n111","2-n111","1"
"2-n111","2-n112","2"
"2-n112","2-n111","1"
"2-n112","2-n112","2"
"2-n113","2-n440","1"
"2-n113","2-n113","2"
"2-n114","2-n114","1"
"2-n115","2-n115","1"
"2-n115m","2-n115m","1"
"2-n116","2-n116","1"
"2-n116","2-n117","2"
"2-n117","2-n116","1"
"2-n117","2-n117","2"
"2-n118","2-n118","1"
"2-n118","2-n119","2"
"2-n119","2-n118","1"
"2-n119","2-n119","2"
"2-n120","2-n120","1"
"2-n120","2-n121","2"
"2-n121","2-n120","1"
"2-n121","2-n121","2"
"2-n122","2-n439","1"
"2-n122","2-n122","2"
"2-n123","2-n123","1"
"2-n124","2-n238","1"
"2-n124","2-n124","2"
"2-n125","2-n239","1"
"2-n125","2-n125","2"
"2-n126","2-n240","1"
"2-n126","2-n126","2"
"2-n127","2-n127","1"
"2-n127m","2-n127m","1"
"2-n128","2-n128","1"
"2-n129","2-n129","1"
"2-n129","2-n130","2"
"2-n130","2-n129","1"
"2-n130","2-n130","2"
"2-n130m","2-n129","1"
"2-n130m","2-n130","2"
"2-n131","2-n131","1"
"2-n132","2-n132","1"
"2-n133","2-n133","1"
"2-n133","2-n134","2"
"2-n133","2-n135","3"
"2-n133","2-n136","4"
"2-n133b","2-n133","1"
"2-n133b","2-n134","2"
"2-n133b","2-n135","3"
"2-n133b","2-n136","4"
"2-n134","2-n133","1"
"2-n134","2-n134","2"
"2-n134","2-n135","3"
"2-n134","2-n136","4"
"2-n135","2-n133","1"
"2-n135","2-n134","2"
"2-n135","2-n135","3"
"2-n135","2-n136","4"
"2-n136","2-n133","1"
"2-n136","2-n134","2"
"2-n136","2-n135","3"
"2-n136","2-n136","4"
"2-n137","2-n137","1"
"2-n138","2-n138","1"
"2-n138","2-n139","2"
"2-n139","2-n138","1"
"2-n139","2-n139","2"
"2-n140","2-n140","1"
"2-n140","2-n141","2"
"2-n141","2-n140","1"
"2-n141","2-n141","2"
"2-n142","2-n142","1"
"2-n142m","2-n142m","1"
"2-n143","2-n446","1"
"2-n143","2-n143","2"
"2-n144","2-n144","1"
"2-n145","2-n145","1"
"2-n146","2-n146","1"
"2-n147","2-n147","1"
"2-n147","2-n148","2"
"2-n147","2-n149","3"
"2-n148","2-n147","1"
"2-n148","2-n148","2"
"2-n148","2-n149","3"
"2-n149","2-n147","1"
"2-n149","2-n148","2"
"2-n149","2-n149","3"
"2-n150","2-n150","1"
"2-n150x","2-n150x","1"
"2-n150y","2-n150y","1"
"2-n151","2-n151","1"
