"id","name","type","power1","power2","pp","accuracy","priority","damageType","isDirect","canProtect"
"2-34","かなしばり","0","-","","20","100","0","変化","false","true"
"2-35","かまいたち","0","80","","10","100","0","特殊","false","true"
"2-36","かみくだく","16","80","","15","100","0","物理","false","true"
"2-37","かみつく","16","60","","25","100","0","物理","false","true"
"2-38","かみなり","12","110","","10","70","0","特殊","false","true"
"2-39","かみなりパンチ","12","75","","15","100","0","物理","false","true"
"2-40","からげんき","0","70","","20","100","0","物理","false","true"
"2-41","からてチョップ","1","50","","25","100","0","物理","false","true"
"2-42","からではさむ","10","35","","15","85","0","物理","false","true"
"2-43","からにこもる","10","-","","40","-","0","変化","false","false"
"2-44","からみつく","0","10","","35","100","0","物理","false","true"
"2-45","からをやぶる","0","-","","15","-","0","変化","false","false"
"2-46","かわらわり","1","75","","15","100","0","物理","false","true"
"2-47","がまん","0","-","","10","-","1","物理","false","true"
"2-48","きあいだめ","0","-","","30","-","0","変化","false","false"
"2-49","キノコのほうし","11","-","","15","100","0","変化","false","true"
"2-50","きゅうけつ","6","80","","10","100","0","物理","false","true"
"2-51","きらきらストーム","17","90","","15","100","0","特殊","false","true"
"2-52","きりさく","0","70","","20","100","0","物理","false","true"
"2-53","クラブハンマー","10","100","","10","90","0","物理","false","true"
"2-54","クリアスモッグ","3","50","","15","-","0","特殊","false","true"
"2-55","くろいきり","14","-","","30","-","0","変化","false","false"
"2-56","けたぐり","1","-","","20","100","0","物理","false","true"
"2-57","げきりん","15","120","","10","100","0","物理","false","true"
"2-58","こうそくいどう","13","-","","30","-","0","変化","false","false"
"2-59","こおりのつぶて","14","40","","30","100","1","物理","false","true"
"2-60","こちこちフロスト","14","90","","15","100","0","特殊","false","true"
"2-61","ゴッドバード","2","200","","5","90","0","物理","false","true"
"2-62","サイケこうせん","13","65","","20","100","0","特殊","false","true"
"2-63","サイコウェーブ","13","-","","15","100","0","特殊","false","true"
"2-64","サイコキネシス","13","90","","10","100","0","特殊","false","true"
"2-65","さいみんじゅつ","13","-","","20","60","0","変化","false","true"
"2-66","ざぶざぶサーフ","10","90","","15","100","0","特殊","false","true"
"2-67","シザークロス","6","80","","15","100","0","物理","false","true"
"2-68","したでなめる","7","30","","30","100","0","物理","false","true"
"2-69","しっぽをふる","0","-","","30","100","0","変化","false","true"
"2-70","しびれごな","11","-","","30","75","0","変化","false","true"
"2-71","しめつける","0","15","","20","85","0","物理","false","true"
"2-72","シャドーボール","7","80","","15","100","0","特殊","false","true"
"2-73","しろいきり","14","-","","30","-","0","変化","false","false"
"2-74","じこさいせい","0","-","","10","-","0","変化","false","false"
"2-75","じごくぐるま","1","80","","20","80","0","物理","false","true"
"2-76","じしん","4","100","","10","100","0","物理","false","true"
"2-77","じばく","0","200","","5","100","0","物理","false","true"
"2-78","じゃれつく","17","90","","10","90","0","物理","false","true"
"2-79","10まんボルト","12","90","","15","100","0","特殊","false","true"
"2-80","じわれ","4","-","","5","30","0","物理","false","true"
"2-81","すいとる","11","40","","15","100","0","特殊","false","true"
"2-82","すくすくボンバー","11","90","","15","100","0","物理","false","true"
"2-83","すてみタックル","0","120","","15","100","0","物理","false","true"
"2-84","ステルスロック","5","-","","20","-","0","変化","false","false"
"2-85","すなかけ","4","-","","15","100","0","変化","false","true"
"2-86","スピードスター","0","60","","20","-","0","特殊","false","true"
"2-87","スプーンまげ","13","-","","15","80","0","変化","false","true"
"2-88","スモッグ","3","30","","20","70","0","特殊","false","true"
"2-89","ずつき","0","70","","15","100","0","物理","false","true"
"2-90","せいちょう","0","-","","20","-","0","変化","false","false"
"2-91","ソーラービーム","11","200","","10","100","0","特殊","false","true"
"2-92","ソニックブーム","0","-","","20","90","0","特殊","false","true"
"2-93","そらをとぶ","2","90","","15","95","0","物理","false","true"
"2-94","たいあたり","0","40","","35","100","0","物理","false","true"
"2-95","たきのぼり","10","80","","15","100","0","物理","false","true"
"2-96","たたきつける","0","80","","20","75","0","物理","false","true"
"2-97","タマゴうみ","0","-","","10","-","0","変化","false","false"
"2-98","タマゴばくだん","0","100","","10","75","0","物理","false","true"
"2-99","たまなげ","0","15","","20","85","0","物理","false","true"
"2-100","だいばくはつ","0","250","","5","100","0","物理","false","true"
"2-101","だいもんじ","9","110","","5","85","0","特殊","false","true"
"2-102","ダブルニードル","6","25","","20","100","0","物理","false","true"
"2-103","ダブルパンツァー","8","60","","5","100","0","物理","false","true"
"2-104","ちいさくなる","0","-","","10","-","0","変化","false","false"
"2-105","ちきゅうなげ","1","-","","20","100","0","物理","false","true"
"2-106","ちょうおんぱ","0","-","","20","55","0","変化","false","true"
"2-107","ちょうのまい","6","-","","20","-","0","変化","false","false"
"2-108","ちょうはつ","16","-","","20","100","0","変化","false","true"
"2-109","つつく","2","35","","35","100","0","物理","false","true"
"2-110","つのでつく","0","65","","25","100","0","物理","false","true"
"2-111","つのドリル","0","-","","5","30","0","物理","false","true"
"2-112","つばさでうつ","2","60","","35","100","0","物理","false","true"
"2-113","つるぎのまい","0","-","","20","-","0","変化","false","false"
"2-114","つるのムチ","11","45","","25","100","0","物理","false","true"
"2-115","テクスチャー","0","-","","30","-","0","変化","false","false"
"2-116","てだすけ","0","-","","20","-","5","変化","false","false"
"2-117","テレポート","13","-","","20","-","-6","変化","false","false"
"2-118","でんきショック","12","40","","30","100","0","特殊","false","true"
"2-119","でんこうせっか","0","40","","30","100","1","物理","false","true"
"2-120","でんじは","12","-","","20","90","0","変化","false","true"
"2-121","とける","3","-","","20","-","0","変化","false","false"
"2-122","とげキャノン","0","20","","15","100","0","物理","false","true"
"2-123","とっしん","0","90","","20","85","0","物理","false","true"
"2-124","とびげり","1","100","","10","95","0","物理","false","true"
"2-125","とびひざげり","1","130","","10","90","0","物理","false","true"
"2-126","トライアタック","0","80","","10","100","0","特殊","false","true"
"2-127","とんぼがえり","6","70","","20","100","0","物理","false","true"
"2-128","どくガス","3","-","","40","90","0","変化","false","true"
"2-129","どくづき","3","80","","20","100","0","物理","false","true"
"2-130","どくどく","3","-","","10","90","0","変化","false","true"
"2-131","どくのこな","3","-","","35","75","0","変化","false","true"
"2-132","どくばり","3","15","","35","100","0","物理","false","true"
"2-133","どばどばオーラ","13","90","","15","100","0","特殊","false","true"
"2-134","ドラゴンテール","15","60","","10","90","-6","物理","false","true"
"2-135","ドリルくちばし","2","80","","20","100","0","物理","false","true"
"2-136","ドリルライナー","4","80","","10","95","0","物理","false","true"
"2-137","ドわすれ","13","-","","20","-","0","変化","false","false"
"2-138","ナイトヘッド","7","-","","15","100","0","特殊","false","true"
"2-139","なきごえ","0","-","","40","100","0","変化","false","true"
"2-140","なみのり","10","90","","15","100","0","特殊","false","true"
"2-141","にどげり","1","30","","30","100","0","物理","false","true"
"2-142","にらみつける","0","-","","30","100","0","変化","false","true"
"2-143","ねこだまし","0","40","","10","100","3","物理","false","true"
"2-144","ネコにこばん","0","40","","20","100","0","物理","false","true"
"2-145","ねっとう","10","80","","15","100","0","特殊","false","true"
"2-146","ねっぷう","9","95","","10","90","0","特殊","false","true"
"2-147","ねむりごな","11","-","","15","75","0","変化","false","true"
"2-148","ねむる","13","-","","10","-","0","変化","false","false"
"2-149","ねんりき","13","50","","25","100","0","特殊","false","true"
"2-150","のしかかり","0","85","","15","100","0","物理","false","true"
"2-151","ハイドロポンプ","10","110","","5","80","0","特殊","false","true"
"2-152","はかいこうせん","0","150","","5","90","0","特殊","false","true"
"2-153","ハサミギロチン","0","-","","5","30","0","物理","false","true"
"2-154","はさむ","0","55","","30","100","0","物理","false","true"
"2-155","はたく","0","40","","35","100","0","物理","false","true"
"2-156","はっぱカッター","11","55","","25","95","0","物理","false","true"
"2-157","はなびらのまい","11","120","","10","100","0","特殊","false","true"
"2-158","はねやすめ","2","-","","10","-","0","変化","false","false"
"2-159","はねる","0","-","","40","-","0","変化","false","false"
"2-160","ばかぢから","1","120","","5","100","0","物理","false","true"
"2-161","ばちばちアクセル","12","50","","15","100","2","物理","false","true"
"2-162","バブルこうせん","10","65","","20","100","0","特殊","false","true"
"2-163","バリアー","13","-","","20","-","0","変化","false","false"
"2-164","パワーウィップ","11","120","","10","85","0","物理","false","true"
"2-165","ひかりのかべ","13","-","","30","-","0","変化","false","false"
"2-166","ひっかく","0","40","","35","100","0","物理","false","true"
"2-167","ひっさつまえば","0","80","","15","90","0","物理","false","true"
"2-168","ひのこ","9","40","","25","100","0","特殊","false","true"
"2-169","びりびりエレキ","12","90","","15","100","0","特殊","false","true"
"2-170","ビルドアップ","1","-","","20","-","0","変化","false","false"
"2-171","ピカピカサンダー","12","-","","20","-","0","特殊","false","true"
"2-172","ピヨピヨパンチ","0","70","","10","100","0","物理","false","true"
"2-173","ふいうち","16","70","","5","100","1","物理","false","true"
"2-174","フェイント","0","30","","10","100","2","物理","false","false"
"2-175","ふきとばし","0","-","","20","-","-6","変化","false","false"
"2-176","ふぶき","14","110","","5","70","0","特殊","false","true"
"2-177","ふみつけ","0","65","","20","100","0","物理","false","true"
"2-178","フラッシュ","0","-","","20","100","0","変化","false","true"
"2-179","フレアドライブ","9","120","","15","100","0","物理","false","true"
"2-180","ふわふわフォール","2","90","","15","95","0","物理","false","true"
"2-181","ブイブイブレイク","0","-","","20","-","0","物理","false","true"
"2-182","ヘドロこうげき","3","65","","20","100","0","特殊","false","true"
"2-183","ヘドロばくだん","3","90","","10","100","0","特殊","false","true"
"2-184","へびにらみ","0","-","","30","100","0","変化","false","true"
"2-185","へんしん","0","-","","10","-","0","変化","false","false"
"2-186","ほえる","0","-","","20","-","-6","変化","false","false"
"2-187","ホネこんぼう","4","65","","20","85","0","物理","false","true"
"2-188","ホネブーメラン","4","50","","10","90","0","物理","false","true"
"2-189","ほのおのうず","9","35","","15","85","0","特殊","false","true"
"2-190","ほのおのパンチ","9","75","","15","100","0","物理","false","true"
"2-191","まきつく","0","15","","20","90","0","物理","false","true"
"2-192","マジカルシャイン","17","80","","10","100","0","特殊","false","true"
"2-193","まもる","0","-","","10","-","4","変化","false","false"
"2-194","まるくなる","0","-","","40","-","0","変化","false","false"
"2-195","まわしげり","1","60","","15","85","0","物理","false","true"
"2-196","みがわり","0","-","","10","-","0","変化","false","false"
"2-197","ミサイルばり","6","25","","20","95","0","物理","false","true"
"2-198","みずでっぽう","10","40","","25","100","0","特殊","false","true"
"2-199","みだれづき","0","15","","20","85","0","物理","false","true"
"2-200","みだれひっかき","0","18","","15","80","0","物理","false","true"
"2-201","ミラーコート","13","-","","20","100","-5","特殊","false","true"
"2-202","ムーンフォース","17","95","","15","100","0","特殊","false","true"
"2-203","むしのさざめき","6","90","","10","100","0","特殊","false","true"
"2-204","めいそう","13","-","","20","-","0","変化","false","false"
"2-205","メガトンキック","0","120","","5","75","0","物理","false","true"
"2-206","メガトンパンチ","0","80","","20","85","0","物理","false","true"
"2-207","メガドレイン","11","75","","10","100","0","特殊","false","true"
"2-208","メガホーン","6","120","","10","85","0","物理","false","true"
"2-209","めらめらバーン","9","90","","15","100","0","物理","false","true"
"2-210","ものまね","0","-","","10","-","0","変化","false","true"
"2-211","やどりぎのタネ","11","-","","10","90","0","変化","false","true"
"2-212","ゆびをふる","0","-","","10","-","0","変化","false","false"
"2-213","ゆめくい","13","100","","15","100","0","特殊","false","true"
"2-214","ようかいえき","3","40","","30","100","0","特殊","false","true"
"2-215","ヨガのポーズ","13","-","","40","-","0","変化","false","false"
"2-216","ラスターカノン","8","80","","10","100","0","特殊","false","true"
"2-217","リフレクター","13","-","","20","-","0","変化","false","false"
"2-218","りゅうのいかり","15","-","","10","100","0","特殊","false","true"
"2-219","りゅうのはどう","15","85","","10","100","0","特殊","false","true"
"2-220","れいとうパンチ","14","75","","15","100","0","物理","false","true"
"2-221","れいとうビーム","14","90","","10","100","0","特殊","false","true"
"2-222","れんぞくパンチ","0","18","","15","85","0","物理","false","true"
"2-223","ロケットずつき","0","130","","10","100","0","物理","false","true"
"2-224","わるだくみ","16","-","","20","-","0","変化","false","false"
"2-225","わるわるゾーン","16","90","","15","100","0","特殊","false","true"
