"pokemonId","localLanguageId","name","formName"
"2-n37-1","1","ロコン",""
"2-n37-2","2","Vulpix",""
"2-n37a-1","1","ロコン","アローラのすがた"
"2-n37a-2","2","Vulpix","アローラのすがた"
"2-n38-1","1","キュウコン",""
"2-n38-2","2","Ninetales",""
"2-n38a-1","1","キュウコン","アローラのすがた"
"2-n38a-2","2","Ninetales","アローラのすがた"
"2-n39-1","1","プリン",""
"2-n39-2","2","Jigglypuff",""
"2-n40-1","1","プクリン",""
"2-n40-2","2","Wigglytuff",""
"2-n41-1","1","ズバット",""
"2-n41-2","2","Zubat",""
"2-n42-1","1","ゴルバット",""
"2-n42-2","2","Golbat",""
"2-n43-1","1","ナゾノクサ",""
"2-n43-2","2","Oddish",""
"2-n44-1","1","クサイハナ",""
"2-n44-2","2","Gloom",""
"2-n45-1","1","ラフレシア",""
"2-n45-2","2","Vileplume",""
"2-n46-1","1","パラス",""
"2-n46-2","2","Paras",""
"2-n47-1","1","パラセクト",""
"2-n47-2","2","Parasect",""
"2-n48-1","1","コンパン",""
"2-n48-2","2","Venonat",""
"2-n49-1","1","モルフォン",""
"2-n49-2","2","Venomoth",""
"2-n50-1","1","ディグダ",""
"2-n50-2","2","Diglett",""
"2-n50a-1","1","ディグダ","アローラのすがた"
"2-n50a-2","2","Diglett","アローラのすがた"
"2-n51-1","1","ダグトリオ",""
"2-n51-2","2","Dugtrio",""
"2-n51a-1","1","ダグトリオ","アローラのすがた"
"2-n51a-2","2","Dugtrio","アローラのすがた"
"2-n52-1","1","ニャース",""
"2-n52-2","2","Meowth",""
"2-n52a-1","1","ニャース","アローラのすがた"
"2-n52a-2","2","Meowth","アローラのすがた"
"2-n53-1","1","ペルシアン",""
"2-n53-2","2","Persian",""
"2-n53a-1","1","ペルシアン","アローラのすがた"
"2-n53a-2","2","Persian","アローラのすがた"
"2-n54-1","1","コダック",""
"2-n54-2","2","Psyduck",""
"2-n55-1","1","ゴルダック",""
"2-n55-2","2","Golduck",""
"2-n56-1","1","マンキー",""
"2-n56-2","2","Mankey",""
"2-n57-1","1","オコリザル",""
"2-n57-2","2","Primeape",""
"2-n58-1","1","ガーディ",""
"2-n58-2","2","Growlithe",""
"2-n59-1","1","ウインディ",""
"2-n59-2","2","Arcanine",""
"2-n60-1","1","ニョロモ",""
"2-n60-2","2","Poliwag",""
"2-n61-1","1","ニョロゾ",""
"2-n61-2","2","Poliwhirl",""
"2-n62-1","1","ニョロボン",""
"2-n62-2","2","Poliwrath",""
"2-n63-1","1","ケーシィ",""
"2-n63-2","2","Abra",""
"2-n64-1","1","ユンゲラー",""
"2-n64-2","2","Kadabra",""
"2-n65-1","1","フーディン",""
"2-n65-2","2","Alakazam",""
"2-n65m-1","1","メガフーディン","メガフーディン"
"2-n65m-2","2","Alakazam","メガフーディン"
"2-n66-1","1","ワンリキー",""
"2-n66-2","2","Machop",""
"2-n67-1","1","ゴーリキー",""
"2-n67-2","2","Machoke",""
"2-n68-1","1","カイリキー",""
"2-n68-2","2","Machamp",""
"2-n69-1","1","マダツボミ",""
"2-n69-2","2","Bellsprout",""
"2-n70-1","1","ウツドン",""
"2-n70-2","2","Weepinbell",""
"2-n71-1","1","ウツボット",""
"2-n71-2","2","Victreebel",""
"2-n72-1","1","メノクラゲ",""
"2-n72-2","2","Tentacool",""
"2-n73-1","1","ドククラゲ",""
"2-n73-2","2","Tentacruel",""
"2-n74-1","1","イシツブテ",""
"2-n74-2","2","Geodude",""
"2-n74a-1","1","イシツブテ","アローラのすがた"
"2-n74a-2","2","Geodude","アローラのすがた"
"2-n75-1","1","ゴローン",""
"2-n75-2","2","Graveler",""
"2-n75a-1","1","ゴローン","アローラのすがた"
"2-n75a-2","2","Graveler","アローラのすがた"
"2-n76-1","1","ゴローニャ",""
"2-n76-2","2","Golem",""
"2-n76a-1","1","ゴローニャ","アローラのすがた"
"2-n76a-2","2","Golem","アローラのすがた"
"2-n77-1","1","ポニータ",""
"2-n77-2","2","Ponyta",""
"2-n78-1","1","ギャロップ",""
"2-n78-2","2","Rapidash",""
"2-n79-1","1","ヤドン",""
"2-n79-2","2","Slowpoke",""
"2-n80-1","1","ヤドラン",""
"2-n80-2","2","Slowbro",""
"2-n80m-1","1","メガヤドラン","メガヤドラン"
"2-n80m-2","2","Slowbro","メガヤドラン"
"2-n81-1","1","コイル",""
"2-n81-2","2","Magnemite",""
"2-n82-1","1","レアコイル",""
"2-n82-2","2","Magneton",""
"2-n83-1","1","カモネギ",""
"2-n83-2","2","Farfetch'd",""
"2-n84-1","1","ドードー",""
"2-n84-2","2","Doduo",""
"2-n85-1","1","ドードリオ",""
"2-n85-2","2","Dodrio",""
"2-n86-1","1","パウワウ",""
"2-n86-2","2","Seel",""
"2-n87-1","1","ジュゴン",""
"2-n87-2","2","Dewgong",""
"2-n88-1","1","ベトベター",""
"2-n88-2","2","Grimer",""
"2-n88a-1","1","ベトベター","アローラのすがた"
"2-n88a-2","2","Grimer","アローラのすがた"
"2-n89-1","1","ベトベトン",""
"2-n89-2","2","Muk",""
"2-n89a-1","1","ベトベトン","アローラのすがた"
"2-n89a-2","2","Muk","アローラのすがた"
"2-n90-1","1","シェルダー",""
"2-n90-2","2","Shellder",""
"2-n91-1","1","パルシェン",""
"2-n91-2","2","Cloyster",""
"2-n92-1","1","ゴース",""
"2-n92-2","2","Gastly",""
"2-n93-1","1","ゴースト",""
"2-n93-2","2","Haunter",""
"2-n94-1","1","ゲンガー",""
"2-n94-2","2","Gengar",""
"2-n94m-1","1","メガゲンガー","メガゲンガー"
"2-n94m-2","2","Gengar","メガゲンガー"
"2-n95-1","1","イワーク",""
"2-n95-2","2","Onix",""
"2-n96-1","1","スリープ",""
"2-n96-2","2","Drowzee",""
"2-n97-1","1","スリーパー",""
"2-n97-2","2","Hypno",""
"2-n98-1","1","クラブ",""
"2-n98-2","2","Krabby",""
"2-n99-1","1","キングラー",""
"2-n99-2","2","Kingler",""
"2-n100-1","1","ビリリダマ",""
"2-n100-2","2","Voltorb",""
"2-n101-1","1","マルマイン",""
"2-n101-2","2","Electrode",""
"2-n102-1","1","タマタマ",""
"2-n102-2","2","Exeggcute",""
"2-n103-1","1","ナッシー",""
"2-n103-2","2","Exeggutor",""
"2-n103a-1","1","ナッシー","アローラのすがた"
"2-n103a-2","2","Exeggutor","アローラのすがた"
"2-n104-1","1","カラカラ",""
"2-n104-2","2","Cubone",""
"2-n105-1","1","ガラガラ",""
"2-n105-2","2","Marowak",""
"2-n105a-1","1","ガラガラ","アローラのすがた"
"2-n105a-2","2","Marowak","アローラのすがた"
"2-n106-1","1","サワムラー",""
"2-n106-2","2","Hitmonlee",""
"2-n107-1","1","エビワラー",""
"2-n107-2","2","Hitmonchan",""
"2-n108-1","1","ベロリンガ",""
"2-n108-2","2","Lickitung",""
"2-n109-1","1","ドガース",""
"2-n109-2","2","Koffing",""
"2-n110-1","1","マタドガス",""
"2-n110-2","2","Weezing",""
"2-n111-1","1","サイホーン",""
"2-n111-2","2","Rhyhorn",""
"2-n112-1","1","サイドン",""
"2-n112-2","2","Rhydon",""
"2-n113-1","1","ラッキー",""
"2-n113-2","2","Chansey",""
"2-n114-1","1","モンジャラ",""
"2-n114-2","2","Tangela",""
"2-n115-1","1","ガルーラ",""
"2-n115-2","2","Kangaskhan",""
"2-n115m-1","1","メガガルーラ","メガガルーラ"
"2-n115m-2","2","Kangaskhan","メガガルーラ"
"2-n116-1","1","タッツー",""
"2-n116-2","2","Horsea",""
"2-n117-1","1","シードラ",""
"2-n117-2","2","Seadra",""
"2-n118-1","1","トサキント",""
"2-n118-2","2","Goldeen",""
"2-n119-1","1","アズマオウ",""
"2-n119-2","2","Seaking",""
"2-n120-1","1","ヒトデマン",""
"2-n120-2","2","Staryu",""
"2-n121-1","1","スターミー",""
"2-n121-2","2","Starmie",""
"2-n122-1","1","バリヤード",""
"2-n122-2","2","Mr. Mime",""
"2-n123-1","1","ストライク",""
"2-n123-2","2","Scyther",""
"2-n124-1","1","ルージュラ",""
"2-n124-2","2","Jynx",""
"2-n125-1","1","エレブー",""
"2-n125-2","2","Electabuzz",""
"2-n126-1","1","ブーバー",""
"2-n126-2","2","Magmar",""
"2-n127-1","1","カイロス",""
"2-n127-2","2","Pinsir",""
"2-n127m-1","1","メガカイロス","メガカイロス"
"2-n127m-2","2","Pinsir","メガカイロス"
"2-n128-1","1","ケンタロス",""
"2-n128-2","2","Tauros",""
"2-n129-1","1","コイキング",""
"2-n129-2","2","Magikarp",""
"2-n130-1","1","ギャラドス",""
"2-n130-2","2","Gyarados",""
"2-n130m-1","1","メガギャラドス","メガギャラドス"
"2-n130m-2","2","Gyarados","メガギャラドス"
"2-n131-1","1","ラプラス",""
"2-n131-2","2","Lapras",""
"2-n132-1","1","メタモン",""
"2-n132-2","2","Ditto",""
"2-n133-1","1","イーブイ",""
"2-n133-2","2","Eevee",""
"2-n133b-1","1","イーブイ","相棒"
"2-n133b-2","2","Eevee","相棒"
"2-n134-1","1","シャワーズ",""
"2-n134-2","2","Vaporeon",""
"2-n135-1","1","サンダース",""
"2-n135-2","2","Jolteon",""
"2-n136-1","1","ブースター",""
"2-n136-2","2","Flareon",""
"2-n137-1","1","ポリゴン",""
"2-n137-2","2","Porygon",""
"2-n138-1","1","オムナイト",""
"2-n138-2","2","Omanyte",""
"2-n139-1","1","オムスター",""
"2-n139-2","2","Omastar",""
"2-n140-1","1","カブト",""
"2-n140-2","2","Kabuto",""
"2-n141-1","1","カブトプス",""
"2-n141-2","2","Kabutops",""
"2-n142-1","1","プテラ",""
"2-n142-2","2","Aerodactyl",""
"2-n142m-1","1","メガプテラ","メガプテラ"
"2-n142m-2","2","Aerodactyl","メガプテラ"
"2-n143-1","1","カビゴン",""
"2-n143-2","2","Snorlax",""
"2-n144-1","1","フリーザー",""
"2-n144-2","2","Articuno",""
"2-n145-1","1","サンダー",""
"2-n145-2","2","Zapdos",""
"2-n146-1","1","ファイヤー",""
"2-n146-2","2","Moltres",""
"2-n147-1","1","ミニリュウ",""
"2-n147-2","2","Dratini",""
"2-n148-1","1","ハクリュー",""
"2-n148-2","2","Dragonair",""
"2-n149-1","1","カイリュー",""
"2-n149-2","2","Dragonite",""
"2-n150-1","1","ミュウツー",""
"2-n150-2","2","Mewtwo",""
"2-n150x-1","1","メガミュウツーX","メガミュウツーX"
"2-n150x-2","2","Mewtwo","メガミュウツーX"
"2-n150y-1","1","メガミュウツーY","メガミュウツーY"
"2-n150y-2","2","Mewtwo","メガミュウツーY"
"2-n151-1","1","ミュウ",""
"2-n151-2","2","Mew",""
